gene,group_1_with_mut,group_1_without_mut,group_2_with_mut,group_2_without_mut,chi2_p,mwu_p,chi2_neglogp,mwu_neglogp
PTCHD2,24,189,12,135,0.431674857616713,0.3631228676900742,0.364843245567279,0.43994640049803035
HNRNPCL1,4,209,2,145,1.0,1.0,-0.0,-0.0
PADI1,6,207,3,144,0.9043325991613175,0.6373518882339371,0.043671813534901585,0.1956207232016865
SH2D5,4,209,1,146,0.619687652509987,1.0,0.20782715723131512,-0.0
ARID1A,10,203,6,141,0.9861623257283867,0.2452781168067728,0.006051592801433728,0.6103411968975874
ADGRB2,8,205,7,140,0.8405228482013088,0.6190161801767022,0.07545047649829884,0.20829799900957516
C1orf94,7,206,8,139,0.4606213809666807,0.34957480612329817,0.33665590697027853,0.4564598745384909
SCMH1,2,211,0,147,0.6477958833965551,1.0,0.18856181616505285,-0.0
COA7,1,212,2,145,0.7456564822546201,1.0,0.12746120231390273,-0.0
SSBP3,1,212,0,147,1.0,1.0,-0.0,-0.0
C8A,11,202,5,142,0.590812841390727,1.0,0.2285500738128226,-0.0
LRRC7,39,174,32,115,0.4990745022060934,0.15578742609762142,0.3018346177396966,0.8074675979907198
ADGRL4,12,201,9,138,1.0,0.2359113548488302,-0.0,0.6272511552165222
ABCA4,9,204,7,140,1.0,0.4496917979688909,-0.0,0.34708503355577575
AGL,11,202,9,138,0.8760032961337488,0.9417947345335128,0.05749425971090832,0.026043741977212796
COL11A1,44,169,23,124,0.2877813397579058,0.21872967245750385,0.5409373698952678,0.6600922973901913
NTNG1,22,191,9,138,0.22734954030051657,0.5396571585252481,0.643305919598969,0.26788205767054085
SYPL2,2,211,3,144,0.6745290717934915,0.6830913983096087,0.17099932776018953,0.16552118339626223
VANGL1,4,209,3,144,1.0,0.5637028616507731,-0.0,0.24894976046811187
IGSF3,7,206,9,138,0.30617287062007775,0.4496917979688909,0.5140332939185497,0.34708503355577575
RP5-998N21.4,3,210,2,145,1.0,1.0,-0.0,-0.0
HRNR,32,181,21,126,0.9658041913682361,0.2470425193304535,0.01511091419333779,0.6072282924027489
FLG,57,156,38,109,0.9434304054112845,0.18260510797363783,0.025290131175380533,0.7384870782051295
LCE2D,4,209,4,143,0.8652202879614997,1.0,0.06287330563790844,-0.0
LCE2A,2,211,4,143,0.37915055837743683,1.0,0.4211883000887042,-0.0
ASH1L,11,202,12,135,0.35527172274443275,1.0,0.4494393580743432,-0.0
CD1E,8,205,11,136,0.18857076812235463,0.45554509378932995,0.7245256298760091,0.34146862634291236
OR6Y1,11,202,6,141,0.8233261696608654,1.0,0.08442808019314386,-0.0
ACKR1,12,201,8,139,1.0,1.0,-0.0,-0.0
TADA1,3,210,0,147,0.39246129675530006,1.0,0.4062031655031425,-0.0
FASLG,5,208,5,142,0.7857225900669365,1.0,0.10473076040941089,-0.0
TNR,49,164,24,123,0.15687304237114266,0.16249718864439022,0.8044516807300427,0.7891541483268901
PAPPA2,46,167,21,126,0.10652370282629547,0.6578251170418212,0.9725537456401777,0.18188954832917129
LHX4,3,210,2,145,1.0,1.0,-0.0,-0.0
LAMC1,5,208,9,138,0.12265626104401099,0.5509849875850934,0.9113102781346116,0.25886023399354013
HMCN1,44,169,24,123,0.37085187916738804,0.0586084695269954,0.430799516005134,1.2320396194247116
BRINP3,36,177,19,128,0.3779387492938605,0.4574463044014371,0.42257857846729235,0.3396598766155705
GLRX2,0,213,2,145,0.3242395507928306,1.0,0.4891340109451508,-0.0
CRB1,28,185,18,129,0.9274896239295185,0.5759231210705986,0.03269094025238851,0.23963548588785133
TNNT2,1,212,3,144,0.375322161805409,1.0,0.4255957908610071,-0.0
IKBKE,2,211,3,144,0.6745290717934915,1.0,0.17099932776018953,-0.0
LAMB3,8,205,8,139,0.6149847695841297,0.38157390570502137,0.21113563961885065,0.4184213325942663
KCNK2,10,203,17,130,0.025822327561236928,0.596081653539099,1.588004614066404,0.22469424486964704
NUP133,5,208,4,143,1.0,1.0,-0.0,-0.0
AGT,2,211,3,144,0.6745290717934915,0.6830913983096087,0.17099932776018953,0.16552118339626223
MLK4,5,208,3,144,1.0,1.0,-0.0,-0.0
ACTN2,22,191,13,134,0.774471290463989,0.47796780460396593,0.11099467683849433,0.3206013560107796
MAP1LC3C,9,204,0,147,0.029213687554282,1.0,1.534413619904338,-0.0
OR2G3,12,201,10,137,0.8170939917097432,1.0,0.08772798296208334,-0.0
TRIM58,12,201,9,138,1.0,0.8609074289269363,-0.0,0.06504354455982282
OR2T8,3,210,8,139,0.06089914905187929,1.0,1.2153887757522668,-0.0
OR2L13,27,186,17,130,0.8785785177793679,0.15107021627498887,0.05621941992334838,0.8208211490455378
OR2M4,14,199,7,140,0.6228481463487892,0.3407450409601843,0.2056178237124284,0.4675704559607848
PREB,5,208,1,146,0.4262040056283708,1.0,0.3703824729368728,-0.0
FOSL2,1,212,0,147,1.0,1.0,-0.0,-0.0
ALK,12,201,11,136,0.6269984737563778,0.33655861260970366,0.20273351633035194,0.4729392912727093
LTBP1,29,184,15,132,0.4193749017923428,0.9834124381493948,0.3773975641883898,0.007264303077089593
CRIM1,6,207,4,143,1.0,1.0,-0.0,-0.0
ABCG8,8,205,5,142,1.0,1.0,-0.0,-0.0
LHCGR,8,205,1,146,0.1352303518506308,1.0,0.8689258219901413,-0.0
USP34,9,204,10,137,0.4035771277040552,0.1922879771115198,0.3940734549063655,0.7160478693619234
HZGJ,4,209,2,145,1.0,1.0,-0.0,-0.0
CTNNA2,33,180,17,130,0.36582122407617457,0.41662387481037133,0.4367311013971299,0.38025584624304076
IGKV2-26,2,211,3,144,0.6745290717934915,1.0,0.17099932776018953,-0.0
COX5B,0,213,0,147,1.0,1.0,-0.0,-0.0
SCTR,1,212,1,146,1.0,1.0,-0.0,-0.0
CFC1,4,209,2,145,1.0,1.0,-0.0,-0.0
POTEE,13,200,9,138,1.0,0.5783248434560722,-0.0,0.23782815104045293
CCDC74A,3,210,4,143,0.6182827140704736,0.3864762307712327,0.20881289532345965,0.41287721109190795
LRP1B,81,132,43,104,0.10747468877463999,0.11370296080020938,0.9686938038397267,0.9442282262317809
KCNJ3,20,193,8,139,0.24023203110398592,0.4945246678838705,0.619369086840403,0.30581204004527573
LY75,8,205,7,140,0.8405228482013088,0.34957480612329817,0.07545047649829884,0.4564598745384909
ABCB11,16,197,7,140,0.4068705461709585,0.3739818745877945,0.3905437480882559,0.42714944581357484
LRP2,34,179,20,127,0.6416043606579025,0.40484108291412035,0.19273269303556861,0.3927154221129881
WIPF1,6,207,5,142,0.9958575899149998,1.0,0.0018027623153314758,-0.0
SSFA2,9,204,5,142,0.9043486452301578,0.3234363510452939,0.04366410767829984,0.4902111712843031
PARD3B,12,201,6,141,0.6758073204859837,0.667566546522999,0.1701771081671474,0.17550543506123042
INO80D,1,212,2,145,0.7456564822546201,1.0,0.12746120231390273,-0.0
C2orf80,6,207,1,146,0.29151108658901337,0.2059032107320684,0.5353449237424535,0.6863368811996065
CPS1,31,182,16,131,0.3916361179186909,0.23756966563801662,0.40711726301428924,0.6242090135521968
VWC2L,5,208,3,144,1.0,1.0,-0.0,-0.0
RNF25,1,212,0,147,1.0,1.0,-0.0,-0.0
ESPNL,7,206,3,144,0.7034875482357286,1.0,0.15274358519493744,-0.0
IQSEC1,4,209,4,143,0.8652202879614997,1.0,0.06287330563790844,-0.0
NEK10,9,204,6,141,1.0,0.27630291733748347,-0.0,0.5586145295717905
ZNF445,5,208,3,144,1.0,1.0,-0.0,-0.0
ZKSCAN7,4,209,2,145,1.0,1.0,-0.0,-0.0
DUSP7,1,212,0,147,1.0,1.0,-0.0,-0.0
TMF1,1,212,1,146,1.0,1.0,-0.0,-0.0
PDZRN3,20,193,12,135,0.8309281099135937,0.6104730820779434,0.08043654880120489,0.21433348088002124
CNTN3,14,199,6,141,0.43527989775780784,0.5853789284609614,0.3612313891128693,0.2325629146624486
EPHA3,23,190,12,135,0.5166839972554071,0.1466701947944139,0.2867749892213155,0.8336581312245003
PROS1,14,199,7,140,0.6228481463487892,1.0,0.2056178237124284,-0.0
OR5H15,7,206,3,144,0.7034875482357286,1.0,0.15274358519493744,-0.0
ZPLD1,6,207,7,140,0.4934105155466957,1.0,0.3067915990796845,-0.0
MYH15,12,201,6,141,0.6758073204859837,0.19485064860886947,0.1701771081671474,0.7102981442116343
MORC1,16,197,6,141,0.26628587215783767,0.8525639730669545,0.5746518745173232,0.06927302335297407
BFSP2,5,208,1,146,0.4262040056283708,1.0,0.3703824729368728,-0.0
STAG1,6,207,2,145,0.5770537361405876,0.7728299926844475,0.23878374278413164,0.11191603177295384
PAQR9,5,208,6,141,0.5298706391580572,1.0,0.2758301446579958,-0.0
ZIC1,14,199,10,137,1.0,0.8545519208121777,-0.0,0.06826154530462783
SI,35,178,31,116,0.3252348208757214,0.10814627991032423,0.4878029633712811,0.9659884151264668
WDR49,12,201,9,138,1.0,1.0,-0.0,-0.0
ATP11B,8,205,1,146,0.1352303518506308,1.0,0.8689258219901413,-0.0
ZNF595,8,205,6,141,1.0,0.24259493802558896,-0.0,0.6151182653428581
GAK,7,206,4,143,1.0,1.0,-0.0,-0.0
POLN,3,210,2,145,1.0,1.0,-0.0,-0.0
BOD1L1,17,196,14,133,0.7476712490366086,0.7276619987599449,0.12628931939989402,0.13807030497383105
OCIAD2,0,213,1,146,0.8518536551102904,1.0,0.06963500879801482,-0.0
EPHA5,34,179,20,127,0.6416043606579025,0.45858949661330606,0.19273269303556861,0.3385758964336429
TMPRSS11D,7,206,3,144,0.7034875482357286,1.0,0.15274358519493744,-0.0
CABS1,7,206,3,144,0.7034875482357286,1.0,0.15274358519493744,-0.0
SEC31A,5,208,4,143,1.0,1.0,-0.0,-0.0
HSP90AB3P,2,211,5,142,0.20236774196771418,0.7518296340458492,0.693858714173823,0.1238805601745527
CCSER1,11,202,4,143,0.3832226332013462,1.0,0.416548849321621,-0.0
GRID2,24,189,14,133,0.722751350515777,0.10859111757984301,0.14101108814433091,0.9642056972501661
PDHA2,16,197,10,137,0.9614554303409699,0.8864796812708647,0.01707084330861743,0.052331214279726264
PCDH10,32,181,20,127,0.8230052977407704,0.26451599862269937,0.08459736919577637,0.5775480555628897
DDX60L,9,204,3,144,0.40299592655740535,0.4754596930008861,0.3946993436419724,0.32288629439275496
ADAMTS16,15,198,17,130,0.1957940140550638,0.3806419965289062,0.7082005898699273,0.41948329735595535
ADCY2,24,189,17,130,1.0,0.8146320141914438,-0.0,0.08903852659290741
SEMA5A,30,183,10,137,0.0465586305103532,0.7648110460919935,1.3319998026396067,0.11644584821344689
FBXL7,20,193,18,129,0.4888621130422449,0.5111722715311985,0.31081361938225016,0.2914327124545139
PRDM9,35,178,20,127,0.5594484481410348,0.10879138520051228,0.2522399265071794,0.9634054934982134
CDH10,43,170,27,120,0.7691341818451438,0.0957076124272372,0.11399788730989227,1.019053517775286
DROSHA,9,204,6,141,1.0,0.49624247444426295,-0.0,0.30430606628849965
NPR3,14,199,5,142,0.27879638006025254,0.12023280053681225,0.5547128694910419,0.9199770369183643
HCN1,32,181,17,130,0.43283222974944446,0.09282389522764353,0.36368040806509394,1.0323402109614144
DHX29,3,210,3,144,0.9665950245003128,1.0,0.014755444700573309,-0.0
ADGRV1,22,191,16,131,1.0,0.93964211260215,-0.0,0.02703752737667458
ALDH7A1,1,212,3,144,0.375322161805409,1.0,0.4255957908610071,-0.0
FBN2,37,176,22,125,0.6447626391149133,0.590730055532546,0.1906001357444073,0.2286109322743141
DDX46,5,208,0,147,0.15779501128004492,1.0,0.801906731214027,-0.0
PCDHA11,10,203,7,140,1.0,0.47328946538009,-0.0,0.32487316208221256
PCDHB3,16,197,14,133,0.62771123204087,0.860235961499475,0.20224010016922336,0.06538240605729118
PCDHB6,25,188,12,135,0.3570430972385501,0.3409496886765241,0.44727935878074343,0.46730970177640735
PCDHB14,11,202,16,131,0.06848939689323039,0.13911894291046023,1.1643766581016117,0.8566137309614839
SH3TC2,6,207,7,140,0.4934105155466957,0.09967860570035686,0.3067915990796845,1.0013980455331823
AFAP1L1,2,211,5,142,0.20236774196771418,1.0,0.693858714173823,-0.0
FAM71B,15,198,11,136,1.0,0.4362749288405292,-0.0,0.3602397436463725
EBF1,7,206,3,144,0.7034875482357286,1.0,0.15274358519493744,-0.0
DOCK2,35,178,17,130,0.2548111283552237,0.11477248163567945,0.5937816089986596,0.9401622278472997
ADAMTS2,21,192,12,135,0.7171211775458961,0.2979245187665952,0.14440745201296984,0.5258937534924063
C6orf195,1,212,0,147,1.0,1.0,-0.0,-0.0
BLOC1S5,1,212,1,146,1.0,1.0,-0.0,-0.0
BTN3A1,5,208,2,145,0.7808101540403325,1.0,0.10745454752500777,-0.0
TRIM27,2,211,3,144,0.6745290717934915,1.0,0.17099932776018953,-0.0
DDR1,6,207,2,145,0.5770537361405876,1.0,0.23878374278413164,-0.0
TTBK1,13,200,1,146,0.019351531337772277,1.0,1.7132846624161244,-0.0
AARS2,6,207,2,145,0.5770537361405876,1.0,0.23878374278413164,-0.0
CYP39A1,1,212,1,146,1.0,1.0,-0.0,-0.0
TDRD6,14,199,5,142,0.27879638006025254,0.43380864842199696,0.5547128694910419,0.3627017941279327
FAM83B,14,199,15,132,0.2949271912761732,0.2586341838812686,0.530285185139604,0.5873140746224206
BEND6,7,206,2,145,0.41967204900849586,1.0,0.3770899546998858,-0.0
SLC25A51P1,8,205,9,138,0.43083689334676434,0.4093954862099187,0.36568711435530504,0.38785694996108383
MDN1,14,199,6,141,0.43527989775780784,0.5789899607570332,0.3612313891128693,0.23732896654134128
GJA10,5,208,7,140,0.3391977618695653,0.49896229860376107,0.46954702201350884,0.30193226825821123
MARCKS,2,211,0,147,0.6477958833965551,1.0,0.18856181616505285,-0.0
TBC1D32,2,211,5,142,0.20236774196771418,1.0,0.693858714173823,-0.0
IFNGR1,5,208,4,143,1.0,1.0,-0.0,-0.0
TIAM2,9,204,3,144,0.40299592655740535,1.0,0.3946993436419724,-0.0
MLLT4,10,203,1,146,0.06234369398703644,1.0,1.2052074684907337,-0.0
AHR,4,209,6,141,0.3553013601367425,0.5402913746074198,0.4494031299754869,0.2673719656281234
DNAH11,30,183,22,125,0.9351726339389097,0.01609965043314196,0.029108210468132743,1.7931835535709855
GPNMB,7,206,7,140,0.6639544178100812,1.0,0.17786173504925024,-0.0
GLI3,25,188,10,137,0.16995957758005736,0.569213649473711,0.7696543569828416,0.24472469428691176
TNS3,9,204,6,141,1.0,1.0,-0.0,-0.0
C7orf57,1,212,1,146,1.0,1.0,-0.0,-0.0
TUBBP6,9,204,9,138,0.5715378298926248,1.0,0.2429550185147526,-0.0
ZNF479,23,190,15,132,0.9953594237769764,0.1596625835422425,0.0020200674185330185,0.796796847574915
ZNF680,5,208,5,142,0.7857225900669365,0.4237107971667934,0.10473076040941089,0.37293046899355214
KRIT1,0,213,0,147,1.0,1.0,-0.0,-0.0
TECPR1,7,206,6,141,0.9122841880962864,1.0,0.03986985235536708,-0.0
MUC17,50,163,35,112,1.0,0.2976220134179429,-0.0,0.5263349496302892
RP11-3L10.3,4,209,0,147,0.24632074552586108,1.0,0.6084990096469272,-0.0
GRM8,25,188,11,136,0.25272689641578666,0.899757784262069,0.5973485359061053,0.04587438735642011
TRPV5,18,195,7,140,0.2532912943467077,0.1299040486227481,0.5963797367083034,0.8863773133833325
OR2F2,8,205,3,144,0.5366940186706584,0.15304188415881997,0.2702732447964425,0.8151896961776931
CDK5,1,212,1,146,1.0,1.0,-0.0,-0.0
CSMD1,53,160,35,112,0.913901381335023,0.1974110083132138,0.03910066624952402,0.7046286332449886
MCM4,6,207,4,143,1.0,0.5402913746074198,-0.0,0.2673719656281234
SNTG1,30,183,19,128,0.8737039116235643,0.8657995002642389,0.05863571992206461,0.06258266919570357
PENK,3,210,3,144,0.9665950245003128,1.0,0.014755444700573309,-0.0
TTPA,1,212,2,145,0.7456564822546201,1.0,0.12746120231390273,-0.0
EYA1,10,203,5,142,0.7373425522851098,1.0,0.13233070209397815,-0.0
YWHAZ,1,212,0,147,1.0,1.0,-0.0,-0.0
CSMD3,91,122,60,87,0.8012756432078214,0.005095660866733079,0.09621805853340774,2.2927994834606684
KCNQ3,4,209,3,144,1.0,1.0,-0.0,-0.0
FAM135B,41,172,21,126,0.2784132112691693,0.234973076226885,0.5553101604222259,0.6289818973706778
TSNARE1,4,209,1,146,0.619687652509987,1.0,0.20782715723131512,-0.0
GML,3,210,1,146,0.8915113663102285,1.0,0.04987311542262108,-0.0
GPIHBP1,3,210,1,146,0.8915113663102285,1.0,0.04987311542262108,-0.0
PLEC,24,189,25,122,0.16015767164451777,0.3321635681286047,0.7954522535466254,0.47864800291524456
DENND4C,2,211,3,144,0.6745290717934915,1.0,0.17099932776018953,-0.0
MOB3B,0,213,1,146,0.8518536551102904,1.0,0.06963500879801482,-0.0
LINGO2,9,204,7,140,1.0,0.31349994558358807,-0.0,0.5037625302168357
TOPORS,7,206,3,144,0.7034875482357286,1.0,0.15274358519493744,-0.0
TAF1L,24,189,14,133,0.722751350515777,0.7874395753722858,0.14101108814433091,0.10378276209609166
ARHGEF39,0,213,2,145,0.3242395507928306,1.0,0.4891340109451508,-0.0
SPATA31A3,17,196,7,140,0.32281738063091725,0.8446114316153399,0.49104309071299856,0.0733430447985569
SPATA31B1P,3,210,2,145,1.0,1.0,-0.0,-0.0
ROR2,14,199,6,141,0.43527989775780784,1.0,0.3612313891128693,-0.0
ZNF484,4,209,5,142,0.5709790174836415,1.0,0.24337985105100843,-0.0
NUTM2F,3,210,3,144,0.9665950245003128,1.0,0.014755444700573309,-0.0
PPP3R2,2,211,5,142,0.20236774196771418,1.0,0.693858714173823,-0.0
OR13F1,8,205,6,141,1.0,0.312321421676216,-0.0,0.5053982271155717
KIAA1958,5,208,1,146,0.4262040056283708,1.0,0.3703824729368728,-0.0
PAPPA,12,201,8,139,1.0,0.0847253088246146,-0.0,1.0719868394798842
TTLL11,4,209,2,145,1.0,1.0,-0.0,-0.0
GAPVD1,3,210,5,142,0.3696340707799328,1.0,0.43222800479566054,-0.0
PPP1R26,6,207,4,143,1.0,0.5402913746074198,-0.0,0.2673719656281234
UAP1L1,0,213,0,147,1.0,1.0,-0.0,-0.0
TUBB8,8,205,4,143,0.8111537425931148,0.2159249389401403,0.09089682367809701,0.6656971945412119
PFKP,1,212,3,144,0.375322161805409,1.0,0.4255957908610071,-0.0
USP6NL,3,210,4,143,0.6182827140704736,0.3864762307712327,0.20881289532345965,0.41287721109190795
MRC1,35,178,15,132,0.12739895457552616,0.6249775812207605,0.8948341357678824,0.20413556109870973
MSRB2,2,211,3,144,0.6745290717934915,0.4142161782425252,0.17099932776018953,0.3827729426607157
ANKRD26,7,206,8,139,0.4606213809666807,1.0,0.33665590697027853,-0.0
KIAA1462,10,203,6,141,0.9861623257283867,1.0,0.006051592801433728,-0.0
ZNF33B,6,207,5,142,0.9958575899149998,1.0,0.0018027623153314758,-0.0
FAM13C,8,205,5,142,1.0,0.5270892568655381,-0.0,0.27811583548597757
STOX1,4,209,2,145,1.0,0.2888443663464849,-0.0,0.5393360985691478
ADAMTS14,8,205,14,133,0.04318958957685083,0.5083315735521454,1.3646209229577304,0.293852914508167
USP54,1,212,4,143,0.18149251854342818,1.0,0.7411412726789591,-0.0
TLL2,10,203,11,136,0.3784818382744821,0.0932853206292815,0.4219549555996174,1.030186691422553
C10orf2,3,210,3,144,0.9665950245003128,1.0,0.014755444700573309,-0.0
PPRC1,11,202,7,140,1.0,1.0,-0.0,-0.0
CYP17A1,2,211,1,146,1.0,1.0,-0.0,-0.0
CFAP43,8,205,9,138,0.43083689334676434,1.0,0.36568711435530504,-0.0
ANO9,1,212,0,147,1.0,1.0,-0.0,-0.0
ART1,3,210,3,144,0.9665950245003128,1.0,0.014755444700573309,-0.0
OR51S1,6,207,7,140,0.4934105155466957,0.4404006981390032,0.3067915990796845,0.35615200124053026
OR51G2,6,207,2,145,0.5770537361405876,1.0,0.23878374278413164,-0.0
OR52A1,4,209,5,142,0.5709790174836415,0.5023349543605021,0.24337985105100843,0.29900660094115833
IGSF22,11,202,7,140,1.0,0.8032161427749713,-0.0,0.09516757180308648
OR5D18,11,202,7,140,1.0,0.8341680378674998,-0.0,0.07874645467683848
OR5L2,16,197,8,139,0.5762833123051836,1.0,0.23936395629701657,-0.0
OR5T2,11,202,10,137,0.6721551340033811,1.0,0.17253047982406994,-0.0
OR5M10,6,207,3,144,0.9043325991613175,1.0,0.043671813534901585,-0.0
OR10W1,8,205,8,139,0.6149847695841297,0.38157390570502137,0.21113563961885065,0.4184213325942663
MS4A14,14,199,9,138,1.0,0.24681015326181155,-0.0,0.6076369782900203
RAB3IL1,3,210,0,147,0.39246129675530006,1.0,0.4062031655031425,-0.0
PAAF1,2,211,0,147,0.6477958833965551,1.0,0.18856181616505285,-0.0
RPS3,4,209,0,147,0.24632074552586108,1.0,0.6084990096469272,-0.0
CCDC89,6,207,2,145,0.5770537361405876,1.0,0.23878374278413164,-0.0
EED,4,209,1,146,0.619687652509987,1.0,0.20782715723131512,-0.0
BIRC2,0,213,0,147,1.0,1.0,-0.0,-0.0
ZC3H12C,5,208,4,143,1.0,1.0,-0.0,-0.0
NCAM1,16,197,12,135,0.9787061366252474,0.8616264205004589,0.009347688585072065,0.06468099250761923
TRIM29,8,205,8,139,0.6149847695841297,1.0,0.21113563961885065,-0.0
ST3GAL4,0,213,2,145,0.3242395507928306,1.0,0.4891340109451508,-0.0
KRAS,61,152,34,113,0.29643419928185755,0.6848453493587243,0.5280716937338658,0.16440748909586728
ALG10,10,203,7,140,1.0,0.03240634343470212,-0.0,1.48936996976139
KMT2D,22,191,19,128,0.5528479561379032,0.944151756409265,0.2573942916419473,0.024958194606445275
SLC11A2,3,210,1,146,0.8915113663102285,1.0,0.04987311542262108,-0.0
OR9K2,5,208,4,143,1.0,1.0,-0.0,-0.0
RDH16,1,212,2,145,0.7456564822546201,1.0,0.12746120231390273,-0.0
FAM19A2,3,210,3,144,0.9665950245003128,1.0,0.014755444700573309,-0.0
TBK1,2,211,0,147,0.6477958833965551,1.0,0.18856181616505285,-0.0
PPFIA2,8,205,10,137,0.2901567691134329,0.31430466047385397,0.5373672932561986,0.5026491792653605
CCER1,9,204,4,143,0.642233140842186,0.6170750774519738,0.1923072875058506,0.2096619936012596
LUM,5,208,8,139,0.20780247496975643,1.0,0.682349284212397,-0.0
CMKLR1,8,205,3,144,0.5366940186706584,0.6830913983096087,0.2702732447964425,0.16552118339626223
CUX2,19,194,10,137,0.5970747199417381,0.7885716138631754,0.22397131639521978,0.10315886023827962
TBX5,13,200,7,140,0.754983204701313,0.3228307538850831,0.12206270954521328,0.4910250997046469
MED13L,7,206,10,137,0.1959159553837792,0.5073346887814889,0.7079301936481326,0.2947054419772212
PEBP1,0,213,0,147,1.0,1.0,-0.0,-0.0
TAOK3,3,210,2,145,1.0,1.0,-0.0,-0.0
SBNO1,4,209,4,143,0.8652202879614997,1.0,0.06287330563790844,-0.0
MMP17,3,210,1,146,0.8915113663102285,1.0,0.04987311542262108,-0.0
SKA3,1,212,0,147,1.0,1.0,-0.0,-0.0
VWA8,4,209,4,143,0.8652202879614997,0.4532547047537364,0.06287330563790844,0.3436576792611752
DGKH,6,207,2,145,0.5770537361405876,1.0,0.23878374278413164,-0.0
SPERT,2,211,6,141,0.10425096294488535,0.5083315735521454,0.9819199248461122,0.293852914508167
KPNA3,2,211,0,147,0.6477958833965551,1.0,0.18856181616505285,-0.0
ALG11,4,209,3,144,1.0,1.0,-0.0,-0.0
CKAP2,2,211,4,143,0.37915055837743683,1.0,0.4211883000887042,-0.0
POU4F1,3,210,0,147,0.39246129675530006,1.0,0.4062031655031425,-0.0
ERCC5,5,208,6,141,0.5298706391580572,1.0,0.2758301446579958,-0.0
RNASE12,4,209,2,145,1.0,1.0,-0.0,-0.0
LRRC16B,4,209,4,143,0.8652202879614997,1.0,0.06287330563790844,-0.0
PRKD1,8,205,7,140,0.8405228482013088,0.20239601597295875,0.07545047649829884,0.6937980405377175
SFTA3,0,213,1,146,0.8518536551102904,1.0,0.06963500879801482,-0.0
NIN,6,207,5,142,0.9958575899149998,1.0,0.0018027623153314758,-0.0
PELI2,3,210,3,144,0.9665950245003128,1.0,0.014755444700573309,-0.0
SYNE2,30,183,21,126,1.0,0.38873896117727214,-0.0,0.4103419302297095
ESRRB,9,204,5,142,0.9043486452301578,1.0,0.04366410767829984,-0.0
VASH1,4,209,0,147,0.24632074552586108,1.0,0.6084990096469272,-0.0
POMT2,3,210,1,146,0.8915113663102285,1.0,0.04987311542262108,-0.0
TTC7B,6,207,3,144,0.9043325991613175,0.6373518882339371,0.043671813534901585,0.1956207232016865
UNC79,31,182,17,130,0.507708710660197,0.5715265910554755,0.2943853854250088,0.2429635586545166
BCL11B,11,202,6,141,0.8233261696608654,0.719166283306752,0.08442808019314386,0.14317068183805587
SNORD114-15,1,212,0,147,1.0,1.0,-0.0,-0.0
CYFIP1,4,209,5,142,0.5709790174836415,1.0,0.24337985105100843,-0.0
SNORD115-17,2,211,1,146,1.0,1.0,-0.0,-0.0
MEIS2,3,210,4,143,0.6182827140704736,0.5637028616507731,0.20881289532345965,0.24894976046811187
CAPN3,4,209,4,143,0.8652202879614997,0.4532547047537364,0.06287330563790844,0.3436576792611752
TPM1,1,212,1,146,1.0,1.0,-0.0,-0.0
VWA9,3,210,0,147,0.39246129675530006,1.0,0.4062031655031425,-0.0
CHRNB4,4,209,5,142,0.5709790174836415,1.0,0.24337985105100843,-0.0
BNC1,11,202,7,140,1.0,0.8885899770089383,-0.0,0.05129858976075667
DNM1P47,1,212,0,147,1.0,1.0,-0.0,-0.0
RAB40C,0,213,0,147,1.0,1.0,-0.0,-0.0
GNG13,0,213,1,146,0.8518536551102904,1.0,0.06963500879801482,-0.0
MLST8,2,211,3,144,0.6745290717934915,1.0,0.17099932776018953,-0.0
PPL,7,206,3,144,0.7034875482357286,1.0,0.15274358519493744,-0.0
GRIN2A,25,188,16,131,0.934988015785734,0.8222332055457281,0.029193955663825575,0.08500498839964662
MYH11,18,195,13,134,1.0,0.43276758066778476,-0.0,0.3637452803978723
SMG1,18,195,8,139,0.38059823591032726,0.5596689271994115,0.41953322901848333,0.2520688044394196
TMC7,1,212,3,144,0.375322161805409,1.0,0.4255957908610071,-0.0
GP2,6,207,8,139,0.3226191865960639,1.0,0.49130980810323915,-0.0
ACSM2A,7,206,13,134,0.042510238024780475,0.12478796964220354,1.3715064633095342,0.9038272813991584
GTF3C1,13,200,10,137,0.9621151740005746,0.38808323280710655,0.016772935821961883,0.4110751206113279
ALDOA,4,209,0,147,0.24632074552586108,1.0,0.6084990096469272,-0.0
ITGAL,12,201,9,138,1.0,0.28983871760750823,-0.0,0.5378436005068307
ZNF423,19,194,15,132,0.8211208366020001,0.42973773239520385,0.08559292715842043,0.36679651214902714
ADCY7,7,206,2,145,0.41967204900849586,1.0,0.3770899546998858,-0.0
HYDIN,25,188,17,130,1.0,0.7879412100146201,-0.0,0.10350618494537213
CALB2,5,208,2,145,0.7808101540403325,0.7518296340458492,0.10745454752500777,0.1238805601745527
ADAMTS18,14,199,11,136,0.9020858882650751,0.42034493503392867,0.044752110990422325,0.37639418126708324
MVD,0,213,1,146,0.8518536551102904,1.0,0.06963500879801482,-0.0
TP53,99,114,69,78,1.0,0.946684565103193,-0.0,0.023794703631706545
ALOX12B,5,208,1,146,0.4262040056283708,1.0,0.3703824729368728,-0.0
ZNF18,2,211,1,146,1.0,1.0,-0.0,-0.0
SMCR8,2,211,2,145,1.0,0.6170750774519738,-0.0,0.2096619936012596
UTP6,2,211,2,145,1.0,1.0,-0.0,-0.0
RFFL,2,211,3,144,0.6745290717934915,1.0,0.17099932776018953,-0.0
