gene,group_1_with_mut,group_1_without_mut,group_2_with_mut,group_2_without_mut,chi2_p,mwu_p,chi2_neglogp,mwu_neglogp
SSX1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
SLC38A5,2,136,1,92,1.0,1.0,-0.0,-0.0
TCEAL2,1,137,1,92,1.0,1.0,-0.0,-0.0
RAB40AL,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
MMGT1,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
G6PD,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
CATSPER4,1,137,1,92,1.0,1.0,-0.0,-0.0
MMACHC,1,137,0,93,1.0,1.0,-0.0,-0.0
GPX7,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
DDAH1,1,137,0,93,1.0,1.0,-0.0,-0.0
WARS2,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
DNMT3A,9,129,4,89,0.6692598034063952,0.18242243945173575,0.17440525849124497,0.7389217409491402
GNAT1,1,137,0,93,1.0,1.0,-0.0,-0.0
GAP43,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
SEC62,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
ADH1A,2,136,2,91,1.0,1.0,-0.0,-0.0
FOXD1,1,137,0,93,1.0,1.0,-0.0,-0.0
XRCC4,1,137,0,93,1.0,1.0,-0.0,-0.0
CATSPER3,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
LARS,6,132,0,93,0.10615063010016802,1.0,0.9740774235590861,-0.0
GEMIN5,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
ARMC12,2,136,1,92,1.0,1.0,-0.0,-0.0
SNHG5,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
BVES,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
FIG4,1,137,4,89,0.1703995221418328,1.0,0.7685316274769252,-0.0
RSPO3,1,137,0,93,1.0,1.0,-0.0,-0.0
ADGB,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
MTHFD1L,2,136,1,92,1.0,1.0,-0.0,-0.0
TRIM24,4,134,2,91,1.0,1.0,-0.0,-0.0
KLHL9,3,135,2,91,1.0,1.0,-0.0,-0.0
RP11-498P14.3,1,137,0,93,1.0,1.0,-0.0,-0.0
RP11-564D11.3,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CTBP2,4,134,3,90,1.0,1.0,-0.0,-0.0
PPP2R2D,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
ADM,2,136,1,92,1.0,1.0,-0.0,-0.0
NDUFS3,1,137,0,93,1.0,1.0,-0.0,-0.0
COX8A,1,137,0,93,1.0,1.0,-0.0,-0.0
PTPRCAP,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CABP4,1,137,1,92,1.0,1.0,-0.0,-0.0
SLC2A13,1,137,1,92,1.0,1.0,-0.0,-0.0
KRT2,2,136,3,90,0.6534376736205666,1.0,0.18479583010872824,-0.0
SP7,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
TRAJ23,1,137,0,93,1.0,1.0,-0.0,-0.0
ACOT4,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
CEP170B,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
ATP8B4,10,128,3,90,0.3128226500263203,0.7290344895388041,0.5047018092396846,0.1372519253691689
NEDD4,6,132,5,88,0.9641082405680219,0.4652088184521418,0.015874205057233498,0.33235206142251184
C15orf27,4,134,2,91,1.0,1.0,-0.0,-0.0
SLC7A5P2,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CES1,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
SLC13A5,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
SUPT6H,10,128,4,89,0.5228616606717725,0.6352562959972483,0.28161320205853174,0.19705102198272784
SPAG9,4,134,3,90,1.0,1.0,-0.0,-0.0
GRIN2C,5,133,1,92,0.4399552714975573,1.0,0.3565914742620167,-0.0
CBX4,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
PCYT2,1,137,0,93,1.0,1.0,-0.0,-0.0
ZADH2,1,137,0,93,1.0,1.0,-0.0,-0.0
ARRDC5,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
ATG4D,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
SLC35E1,1,137,0,93,1.0,1.0,-0.0,-0.0
B3GNT8,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
IFNGR2,2,136,1,92,1.0,1.0,-0.0,-0.0
IGLV3-16,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
TNRC6B,4,134,2,91,1.0,1.0,-0.0,-0.0
NAGA,1,137,1,92,1.0,1.0,-0.0,-0.0
MAGEB16,7,131,2,91,0.4360567028840532,0.10880943004054569,0.3604570333266637,0.9633334645909446
CXorf38,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
OTUD5,2,136,3,90,0.6534376736205666,1.0,0.18479583010872824,-0.0
GSPT2,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
RIBC1,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
KIF4A,4,134,5,88,0.5433279621078776,0.5023349543605021,0.2649379436379869,0.29900660094115833
NGFRAP1,1,137,0,93,1.0,1.0,-0.0,-0.0
CHRDL1,4,134,2,91,1.0,1.0,-0.0,-0.0
RAP2C,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
NUF2,5,133,3,90,1.0,1.0,-0.0,-0.0
C1orf35,1,137,0,93,1.0,1.0,-0.0,-0.0
CYP27A1,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
EAF1,0,138,0,93,1.0,1.0,-0.0,-0.0
FAM19A1,1,137,1,92,1.0,1.0,-0.0,-0.0
SEC22A,3,135,3,90,0.9432369235568201,1.0,0.02537920687065199,-0.0
TRIM59,0,138,0,93,1.0,1.0,-0.0,-0.0
MB21D2,6,132,1,92,0.30222847418640186,1.0,0.5196646214017641,-0.0
VDAC3,0,138,0,93,1.0,1.0,-0.0,-0.0
ERICH5,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
C9orf131,3,135,4,89,0.5936041255614561,1.0,0.22650308936253855,-0.0
TTF1,2,136,2,91,1.0,1.0,-0.0,-0.0
ATG13,1,137,0,93,1.0,1.0,-0.0,-0.0
DDX25,1,137,0,93,1.0,1.0,-0.0,-0.0
IAPP,1,137,0,93,1.0,1.0,-0.0,-0.0
TMBIM4,0,138,0,93,1.0,1.0,-0.0,-0.0
PLEKHG7,0,138,0,93,1.0,1.0,-0.0,-0.0
GATM,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CHST4,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
RASL10B,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
GATA6,2,136,2,91,1.0,1.0,-0.0,-0.0
MISP,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
POLR2E,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
CLEC4M,2,136,2,91,1.0,1.0,-0.0,-0.0
PLEKHF1,1,137,1,92,1.0,1.0,-0.0,-0.0
TMPRSS3,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
ARHGAP6,6,132,4,89,1.0,0.5402913746074198,-0.0,0.2673719656281234
AGMAT,0,138,0,93,1.0,1.0,-0.0,-0.0
CCDC24,0,138,0,93,1.0,1.0,-0.0,-0.0
UQCRH,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
TRIM46,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
SMYD2,2,136,1,92,1.0,1.0,-0.0,-0.0
SUPT7L,0,138,0,93,1.0,1.0,-0.0,-0.0
IMPDH2,0,138,0,93,1.0,1.0,-0.0,-0.0
ETV5,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
TRIM39,3,135,2,91,1.0,1.0,-0.0,-0.0
OR2A5,4,134,2,91,1.0,1.0,-0.0,-0.0
FAM83A,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
MYC,1,137,0,93,1.0,1.0,-0.0,-0.0
CCIN,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
FAM206A,0,138,0,93,1.0,1.0,-0.0,-0.0
SNORD115-31,1,137,0,93,1.0,1.0,-0.0,-0.0
HEATR9,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CNN2,1,137,0,93,1.0,1.0,-0.0,-0.0
SEMA6B,2,136,5,88,0.18808548702711117,1.0,0.7256447140041473,-0.0
CATSPERG,1,137,0,93,1.0,1.0,-0.0,-0.0
PNPLA4,1,137,1,92,1.0,1.0,-0.0,-0.0
PIGA,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
TCEAL4,0,138,0,93,1.0,1.0,-0.0,-0.0
IFI6,1,137,0,93,1.0,1.0,-0.0,-0.0
BEST4,1,137,0,93,1.0,1.0,-0.0,-0.0
SLC22A15,0,138,0,93,1.0,1.0,-0.0,-0.0
RPRD2,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
CFAP126,0,138,0,93,1.0,1.0,-0.0,-0.0
LRRC52,1,137,0,93,1.0,1.0,-0.0,-0.0
NME7,1,137,0,93,1.0,1.0,-0.0,-0.0
DARS2,1,137,1,92,1.0,1.0,-0.0,-0.0
DDX1,3,135,2,91,1.0,0.4142161782425252,-0.0,0.3827729426607157
SLC35F6,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
THUMPD2,1,137,0,93,1.0,1.0,-0.0,-0.0
ACTR2,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
MPHOSPH10,1,137,3,90,0.36022173633157495,1.0,0.44343008473124673,-0.0
MRPL53,0,138,0,93,1.0,1.0,-0.0,-0.0
IGKV1D-13,1,137,1,92,1.0,1.0,-0.0,-0.0
INPP4A,3,135,1,92,0.9096079781954267,0.24821307898992362,0.04114573909532821,0.6051753381334227
POU3F3,0,138,0,93,1.0,1.0,-0.0,-0.0
HOXD8,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
PFKFB4,0,138,0,93,1.0,1.0,-0.0,-0.0
FOXL2,5,133,1,92,0.4399552714975573,1.0,0.3565914742620167,-0.0
MECOM,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
MCCC1,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
TAPT1,1,137,0,93,1.0,1.0,-0.0,-0.0
BBS7,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
LTA,0,138,0,93,1.0,1.0,-0.0,-0.0
TJAP1,1,137,1,92,1.0,1.0,-0.0,-0.0
KIAA1586,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
HDAC2,1,137,1,92,1.0,1.0,-0.0,-0.0
TAAR5,1,137,1,92,1.0,1.0,-0.0,-0.0
ZDHHC14,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
CALU,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
NOM1,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
GFRA2,2,136,1,92,1.0,1.0,-0.0,-0.0
TNFRSF10D,0,138,0,93,1.0,1.0,-0.0,-0.0
BRF2,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
XKR4,7,131,8,85,0.4263375574505076,0.4226780741706355,0.37024640726596963,0.3739902800008296
INSL4,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
RIC1,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
DPM2,0,138,0,93,1.0,1.0,-0.0,-0.0
MKX,0,138,0,93,1.0,1.0,-0.0,-0.0
MBL2,1,137,4,89,0.1703995221418328,1.0,0.7685316274769252,-0.0
NDST2,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
OR52N4,5,133,4,89,1.0,1.0,-0.0,-0.0
ARFGAP2,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
LBHD1,1,137,0,93,1.0,1.0,-0.0,-0.0
MACROD1,1,137,0,93,1.0,1.0,-0.0,-0.0
CAPN5,2,136,2,91,1.0,1.0,-0.0,-0.0
C11orf87,0,138,0,93,1.0,1.0,-0.0,-0.0
PIH1D2,1,137,0,93,1.0,1.0,-0.0,-0.0
VWA5A,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
ESAM,0,138,0,93,1.0,1.0,-0.0,-0.0
TMEM106C,1,137,0,93,1.0,1.0,-0.0,-0.0
HOXC6,1,137,1,92,1.0,1.0,-0.0,-0.0
OS9,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
THAP2,0,138,0,93,1.0,1.0,-0.0,-0.0
EEA1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
STX2,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
SGCG,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
KCNRG,0,138,0,93,1.0,1.0,-0.0,-0.0
TTC5,3,135,2,91,1.0,1.0,-0.0,-0.0
RIPK3,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
GPR68,1,137,0,93,1.0,1.0,-0.0,-0.0
HHIPL1,2,136,4,89,0.36036336813710723,1.0,0.4432593625999806,-0.0
SNORD115-41,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
MAPK6,0,138,0,93,1.0,1.0,-0.0,-0.0
SLC24A1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
MESDC2,0,138,0,93,1.0,1.0,-0.0,-0.0
ZNF774,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
RSL1D1,1,137,0,93,1.0,1.0,-0.0,-0.0
ACSM3,1,137,0,93,1.0,1.0,-0.0,-0.0
ORC6,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
PRMT7,1,137,0,93,1.0,1.0,-0.0,-0.0
ELAC2,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
ZNF207,0,138,0,93,1.0,1.0,-0.0,-0.0
TMEM98,0,138,0,93,1.0,1.0,-0.0,-0.0
CCL13,2,136,2,91,1.0,1.0,-0.0,-0.0
PCGF2,1,137,0,93,1.0,1.0,-0.0,-0.0
MSL1,1,137,0,93,1.0,1.0,-0.0,-0.0
CUEDC1,4,134,3,90,1.0,1.0,-0.0,-0.0
PRPSAP1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
P4HB,1,137,1,92,1.0,1.0,-0.0,-0.0
SMAD2,1,137,1,92,1.0,1.0,-0.0,-0.0
ME2,2,136,1,92,1.0,1.0,-0.0,-0.0
CCDC102B,2,136,3,90,0.6534376736205666,1.0,0.18479583010872824,-0.0
CHAF1A,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
TRIP10,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
FCER2,1,137,0,93,1.0,1.0,-0.0,-0.0
NFIX,2,136,1,92,1.0,1.0,-0.0,-0.0
ZNF730,3,135,2,91,1.0,1.0,-0.0,-0.0
ZNF254,1,137,0,93,1.0,1.0,-0.0,-0.0
ZNF507,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
ZNF569,3,135,2,91,1.0,1.0,-0.0,-0.0
ZNF573,2,136,1,92,1.0,1.0,-0.0,-0.0
CYP2A6,0,138,0,93,1.0,1.0,-0.0,-0.0
CD177,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
CLEC11A,1,137,0,93,1.0,1.0,-0.0,-0.0
SBK2,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
ZNF416,1,137,3,90,0.36022173633157495,1.0,0.44343008473124673,-0.0
ERGIC3,0,138,0,93,1.0,1.0,-0.0,-0.0
NELFCD,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
GUCD1,1,137,0,93,1.0,1.0,-0.0,-0.0
SGSM3,0,138,0,93,1.0,1.0,-0.0,-0.0
MKL1,1,137,0,93,1.0,1.0,-0.0,-0.0
ARFGAP3,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
GEMIN8,1,137,1,92,1.0,1.0,-0.0,-0.0
GRIPAP1,0,138,0,93,1.0,1.0,-0.0,-0.0
PIN4,0,138,0,93,1.0,1.0,-0.0,-0.0
HSD3B2,3,135,6,87,0.19321842904987258,1.0,0.7139514532157456,-0.0
SPRR3,2,136,1,92,1.0,1.0,-0.0,-0.0
ITLN2,1,137,1,92,1.0,1.0,-0.0,-0.0
POGK,2,136,1,92,1.0,1.0,-0.0,-0.0
PKP1,2,136,1,92,1.0,1.0,-0.0,-0.0
PLEKHA6,2,136,5,88,0.18808548702711117,0.7518296340458492,0.7256447140041473,0.1238805601745527
OR2T10,4,134,3,90,1.0,0.3864762307712327,-0.0,0.41287721109190795
CYP20A1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
CCR9,1,137,0,93,1.0,1.0,-0.0,-0.0
QRICH1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
PRKCD,2,136,1,92,1.0,1.0,-0.0,-0.0
ILDR1,1,137,0,93,1.0,1.0,-0.0,-0.0
DSPP,3,135,2,91,1.0,0.6830913983096087,-0.0,0.16552118339626223
HSPA4L,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
ANAPC10,0,138,0,93,1.0,1.0,-0.0,-0.0
RBM22,0,138,0,93,1.0,1.0,-0.0,-0.0
PDLIM7,1,137,1,92,1.0,1.0,-0.0,-0.0
FRS3,2,136,3,90,0.6534376736205666,1.0,0.18479583010872824,-0.0
RAB23,0,138,0,93,1.0,1.0,-0.0,-0.0
FABP7,0,138,0,93,1.0,1.0,-0.0,-0.0
SAMD3,2,136,3,90,0.6534376736205666,1.0,0.18479583010872824,-0.0
C7orf43,0,138,0,93,1.0,1.0,-0.0,-0.0
TMEM55A,2,136,2,91,1.0,1.0,-0.0,-0.0
HRSP12,0,138,0,93,1.0,1.0,-0.0,-0.0
ZBTB43,0,138,0,93,1.0,1.0,-0.0,-0.0
ST6GALNAC6,0,138,0,93,1.0,1.0,-0.0,-0.0
STKLD1,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
RABL6,0,138,0,93,1.0,1.0,-0.0,-0.0
ZMYND11,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
EPC1,2,136,1,92,1.0,1.0,-0.0,-0.0
KRTAP5-4,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
SLC43A3,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
BEST1,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
LRRN4CL,0,138,0,93,1.0,1.0,-0.0,-0.0
SLC22A9,3,135,3,90,0.9432369235568201,0.5049850750938458,0.02537920687065199,0.29672145732721994
VPS26B,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
PFDN5,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
TRAV34,0,138,0,93,1.0,1.0,-0.0,-0.0
NKX2-1,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
TIMM9,0,138,0,93,1.0,1.0,-0.0,-0.0
PCNX,5,133,3,90,1.0,0.6055766163353464,-0.0,0.21783090298056101
RPS6KA5,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
GPR132,1,137,3,90,0.36022173633157495,1.0,0.44343008473124673,-0.0
IGHA1,1,137,0,93,1.0,1.0,-0.0,-0.0
SLCO3A1,1,137,0,93,1.0,1.0,-0.0,-0.0
DNASE1L2,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
GNAO1,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
CMTM2,1,137,0,93,1.0,1.0,-0.0,-0.0
DPEP3,2,136,1,92,1.0,1.0,-0.0,-0.0
MC1R,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
INPP5K,0,138,0,93,1.0,1.0,-0.0,-0.0
CRYBA1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
CEP112,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
GAREM,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CEACAM4,1,137,0,93,1.0,1.0,-0.0,-0.0
CEACAM6,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CTD-3187F8.14,0,138,0,93,1.0,1.0,-0.0,-0.0
ZNF415,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
MIR525,0,138,0,93,1.0,1.0,-0.0,-0.0
CDK5RAP1,1,137,0,93,1.0,1.0,-0.0,-0.0
CNBD2,1,137,1,92,1.0,1.0,-0.0,-0.0
FAM83D,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
KRTAP13-4,1,137,3,90,0.36022173633157495,1.0,0.44343008473124673,-0.0
KRTAP11-1,6,132,2,91,0.5969016724391754,1.0,0.22409720427118773,-0.0
HMGN1,0,138,0,93,1.0,1.0,-0.0,-0.0
KRTAP10-2,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
WBP5,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
LIX1L,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
MRPS21,1,137,1,92,1.0,1.0,-0.0,-0.0
EIF2AK2,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
TPRKB,0,138,0,93,1.0,1.0,-0.0,-0.0
SFTPB,1,137,0,93,1.0,1.0,-0.0,-0.0
NAB1,0,138,0,93,1.0,1.0,-0.0,-0.0
PSMD1,1,137,1,92,1.0,1.0,-0.0,-0.0
PFN2,0,138,0,93,1.0,1.0,-0.0,-0.0
TNFSF10,0,138,0,93,1.0,1.0,-0.0,-0.0
MFN1,1,137,0,93,1.0,1.0,-0.0,-0.0
DNAJB11,2,136,1,92,1.0,1.0,-0.0,-0.0
FGFBP2,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
LGI2,4,134,2,91,1.0,1.0,-0.0,-0.0
NSUN7,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
USP53,2,136,1,92,1.0,1.0,-0.0,-0.0
CDKN2AIP,0,138,0,93,1.0,1.0,-0.0,-0.0
GDF9,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
REEP2,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
IRF4,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
HIST1H1E,5,133,0,93,0.16305582313152764,1.0,0.7876636868382041,-0.0
PGK2,5,133,6,87,0.499686903554697,0.3613104285261787,0.30130203296378194,0.4421195031814602
RWDD1,0,138,0,93,1.0,1.0,-0.0,-0.0
OR2A4,1,137,0,93,1.0,1.0,-0.0,-0.0
SUMO4,0,138,0,93,1.0,1.0,-0.0,-0.0
GRB10,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
TPST1,1,137,0,93,1.0,1.0,-0.0,-0.0
TRBC2,6,132,3,90,0.9318316511759669,1.0,0.03066254211959213,-0.0
KIFC2,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
C9orf85,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
ALDH1A1,2,136,1,92,1.0,1.0,-0.0,-0.0
AKNA,3,135,2,91,1.0,1.0,-0.0,-0.0
CDK1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
ACSM6,0,138,0,93,1.0,1.0,-0.0,-0.0
CSTF3,2,136,2,91,1.0,1.0,-0.0,-0.0
EMP1,0,138,0,93,1.0,1.0,-0.0,-0.0
NABP2,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
CCDC38,1,137,0,93,1.0,1.0,-0.0,-0.0
HSP90B1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
OGFOD2,0,138,0,93,1.0,1.0,-0.0,-0.0
GLRX5,0,138,0,93,1.0,1.0,-0.0,-0.0
VRK1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
SPINT1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
CHTF8,0,138,0,93,1.0,1.0,-0.0,-0.0
HSD17B2,3,135,2,91,1.0,1.0,-0.0,-0.0
MAP1LC3B,0,138,0,93,1.0,1.0,-0.0,-0.0
CXCL16,0,138,0,93,1.0,1.0,-0.0,-0.0
SLC2A4,0,138,0,93,1.0,1.0,-0.0,-0.0
TIAF1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
KRTAP4-6,0,138,0,93,1.0,1.0,-0.0,-0.0
MARCH2,1,137,0,93,1.0,1.0,-0.0,-0.0
ZNF528,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
TRIB3,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
ADRBK2,1,137,1,92,1.0,1.0,-0.0,-0.0
LGALS2,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
MIEF1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
VCX3B,1,137,1,92,1.0,1.0,-0.0,-0.0
TIMM8A,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
ANKRD13C,1,137,1,92,1.0,1.0,-0.0,-0.0
NUP210L,4,134,6,87,0.3311845082651794,1.0,0.47992998629628075,-0.0
FAM163A,1,137,1,92,1.0,1.0,-0.0,-0.0
EIF2D,2,136,1,92,1.0,1.0,-0.0,-0.0
IGKV1D-17,4,134,3,90,1.0,1.0,-0.0,-0.0
ITGB6,1,137,1,92,1.0,1.0,-0.0,-0.0
LIMD1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
IP6K1,0,138,0,93,1.0,1.0,-0.0,-0.0
POLR2H,1,137,0,93,1.0,1.0,-0.0,-0.0
PIGZ,1,137,0,93,1.0,1.0,-0.0,-0.0
MSH5,2,136,1,92,1.0,1.0,-0.0,-0.0
SOGA3,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
TRGC1,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
SERPINE1,1,137,5,88,0.07872305431194017,1.0,1.1038980644104426,-0.0
RBM28,0,138,3,90,0.12571183774369243,1.0,0.90062382474284,-0.0
LPL,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
EGR3,0,138,0,93,1.0,1.0,-0.0,-0.0
IL7,0,138,0,93,1.0,1.0,-0.0,-0.0
SNX16,0,138,0,93,1.0,1.0,-0.0,-0.0
AIFM2,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
DYDC1,1,137,0,93,1.0,1.0,-0.0,-0.0
MS4A12,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
SYT12,1,137,1,92,1.0,1.0,-0.0,-0.0
DNAJB13,1,137,0,93,1.0,1.0,-0.0,-0.0
TAS2R46,0,138,0,93,1.0,1.0,-0.0,-0.0
ASB8,0,138,0,93,1.0,1.0,-0.0,-0.0
KRT71,3,135,4,89,0.5936041255614561,1.0,0.22650308936253855,-0.0
SLC7A7,2,136,1,92,1.0,1.0,-0.0,-0.0
AKT1,0,138,0,93,1.0,1.0,-0.0,-0.0
