gene,group_1_with_mut,group_1_without_mut,group_2_with_mut,group_2_without_mut,chi2_p,mwu_p,chi2_neglogp,mwu_neglogp
PTCHD2,10,128,7,86,1.0,0.28205887576155886,-0.0,0.5496602294481859
HNRNPCL1,2,136,4,89,0.36036336813710723,1.0,0.4432593625999806,-0.0
PADI1,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
SH2D5,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
ARID1A,8,130,3,90,0.5585579333781574,1.0,0.2529317753834534,-0.0
ADGRB2,6,132,5,88,0.9641082405680219,0.4652088184521418,0.015874205057233498,0.33235206142251184
C1orf94,6,132,4,89,1.0,0.5402913746074198,-0.0,0.2673719656281234
SCMH1,1,137,0,93,1.0,1.0,-0.0,-0.0
COA7,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
SSBP3,1,137,0,93,1.0,1.0,-0.0,-0.0
C8A,6,132,3,90,0.9318316511759669,1.0,0.03066254211959213,-0.0
LRRC7,23,115,15,78,1.0,0.7586573112777241,-0.0,0.11995435246962335
ADGRL4,10,128,7,86,1.0,0.28205887576155886,-0.0,0.5496602294481859
ABCA4,6,132,6,87,0.6859667749961202,1.0,0.16369691896567914,-0.0
AGL,7,131,4,89,1.0,0.7781596861761658,-0.0,0.10893127227905704
COL11A1,30,108,18,75,0.7850893129998147,0.9640687072458238,0.10508093441831705,0.015892013696325258
NTNG1,6,132,4,89,1.0,1.0,-0.0,-0.0
SYPL2,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
VANGL1,2,136,3,90,0.6534376736205666,1.0,0.18479583010872824,-0.0
IGSF3,5,133,5,88,0.7546644269464793,1.0,0.12224612111627552,-0.0
RP5-998N21.4,2,136,2,91,1.0,1.0,-0.0,-0.0
HRNR,27,111,9,84,0.06474275190065135,0.703123135944989,1.188808844787206,0.15296861156837047
FLG,30,108,26,67,0.354995978401795,0.5294982411997127,0.44977656685420686,0.2761354781221773
LCE2D,3,135,2,91,1.0,1.0,-0.0,-0.0
LCE2A,6,132,2,91,0.5969016724391754,1.0,0.22409720427118773,-0.0
ASH1L,9,129,8,85,0.7361307298821309,1.0,0.13304505220495405,-0.0
CD1E,11,127,4,89,0.40208699663737535,1.0,0.3956799716122066,-0.0
OR6Y1,6,132,3,90,0.9318316511759669,1.0,0.03066254211959213,-0.0
ACKR1,6,132,7,86,0.46103624450444824,1.0,0.33626493107557626,-0.0
TADA1,1,137,0,93,1.0,1.0,-0.0,-0.0
FASLG,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
TNR,28,110,20,73,0.9537692785008384,0.5061507629601936,0.020556670571096225,0.29572010416930783
PAPPA2,30,108,18,75,0.7850893129998147,0.7747691464217297,0.10508093441831705,0.11082768248776248
LHX4,1,137,1,92,1.0,1.0,-0.0,-0.0
LAMC1,6,132,5,88,0.9641082405680219,1.0,0.015874205057233498,-0.0
HMCN1,22,116,17,76,0.7748416055175169,0.769847190707603,0.11078706766181648,0.1135954706956405
BRINP3,18,120,11,82,0.9434046558187551,0.28724450322655093,0.02530198478800123,0.5417482733140662
GLRX2,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CRB1,21,117,9,84,0.30355459794989215,0.29789407694076053,0.5177631844706801,0.5259381318219376
TNNT2,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
IKBKE,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
LAMB3,6,132,2,91,0.5969016724391754,0.7728299926844475,0.22409720427118773,0.11191603177295384
KCNK2,11,127,4,89,0.40208699663737535,0.4387114646307576,0.3956799716122066,0.3578210162428385
NUP133,4,134,4,89,0.8376704162563656,1.0,0.07692682212891169,-0.0
AGT,5,133,0,93,0.16305582313152764,1.0,0.7876636868382041,-0.0
MLK4,4,134,4,89,0.8376704162563656,0.4532547047537364,0.07692682212891169,0.3436576792611752
ACTN2,13,125,7,86,0.7923062422522471,1.0,0.10110692243384996,-0.0
MAP1LC3C,4,134,2,91,1.0,1.0,-0.0,-0.0
OR2G3,11,127,7,86,1.0,0.4941245444092638,-0.0,0.3061635730752496
TRIM58,12,126,6,87,0.7085859573704927,0.3447209741884443,0.1496074586877652,0.46253229159296594
OR2T8,6,132,2,91,0.5969016724391754,1.0,0.22409720427118773,-0.0
OR2L13,21,117,11,82,0.5911650926134537,0.2719799094300567,0.22829121827516524,0.5654631751787185
OR2M4,10,128,9,84,0.6778656955262657,1.0,0.16885634369878247,-0.0
PREB,1,137,1,92,1.0,1.0,-0.0,-0.0
FOSL2,1,137,0,93,1.0,1.0,-0.0,-0.0
ALK,12,126,6,87,0.7085859573704927,0.667566546522999,0.1496074586877652,0.17550543506123042
LTBP1,10,128,11,82,0.33979551762950666,0.14633474213666856,0.4687823543710658,0.8346525533893674
CRIM1,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
ABCG8,6,132,8,85,0.2947020229361341,0.47048642205878966,0.530616882993017,0.3274529055205325
LHCGR,4,134,2,91,1.0,1.0,-0.0,-0.0
USP34,10,128,6,87,1.0,0.2979530616081678,-0.0,0.5258521476357318
HZGJ,2,136,2,91,1.0,1.0,-0.0,-0.0
CTNNA2,14,124,13,80,0.49612359293742936,0.43866455736865173,0.3044101197912587,0.35786745372141643
IGKV2-26,2,136,1,92,1.0,1.0,-0.0,-0.0
COX5B,1,137,0,93,1.0,1.0,-0.0,-0.0
SCTR,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
CFC1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
POTEE,5,133,8,85,0.1870706924805858,0.5270892568655381,0.7279942461233693,0.27811583548597757
CCDC74A,3,135,3,90,0.9432369235568201,1.0,0.02537920687065199,-0.0
LRP1B,52,86,24,69,0.08167626549313538,0.029173685376197214,1.0879041278359614,1.535008705007591
KCNJ3,8,130,9,84,0.39488309199215976,0.3457785861511603,0.403531461380471,0.46120190581151904
LY75,7,131,3,90,0.7287859556036008,0.19043026382552397,0.13740000522088158,0.720264030909669
ABCB11,5,133,6,87,0.499686903554697,1.0,0.30130203296378194,-0.0
LRP2,23,115,12,81,0.5516572692343198,0.1471595950375663,0.25833065471265115,0.832211415956379
WIPF1,3,135,3,90,0.9432369235568201,1.0,0.02537920687065199,-0.0
SSFA2,9,129,5,88,0.9388837986153156,0.23303798227390538,0.027388155064005656,0.63257328864087
PARD3B,13,125,5,88,0.3819746512325686,0.5268410720494692,0.41796545697074367,0.27832037518873803
INO80D,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
C2orf80,1,137,0,93,1.0,1.0,-0.0,-0.0
CPS1,16,122,9,84,0.8072560369530478,0.5625446241828542,0.09298869848721114,0.24984302118515755
VWC2L,3,135,4,89,0.5936041255614561,1.0,0.22650308936253855,-0.0
RNF25,1,137,0,93,1.0,1.0,-0.0,-0.0
ESPNL,6,132,1,92,0.30222847418640186,1.0,0.5196646214017641,-0.0
IQSEC1,2,136,3,90,0.6534376736205666,1.0,0.18479583010872824,-0.0
NEK10,5,133,2,91,0.803343069428577,0.7518296340458492,0.09509894869232484,0.1238805601745527
ZNF445,5,133,1,92,0.4399552714975573,1.0,0.3565914742620167,-0.0
ZKSCAN7,4,134,2,91,1.0,1.0,-0.0,-0.0
DUSP7,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
TMF1,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
PDZRN3,11,127,7,86,1.0,0.4941245444092638,-0.0,0.3061635730752496
CNTN3,10,128,6,87,1.0,0.8733822463096637,-0.0,0.05879564045236118
EPHA3,10,128,8,85,0.899136696080145,0.45729799096951707,0.04617427729866012,0.33980070658513767
PROS1,6,132,5,88,0.9641082405680219,0.3613104285261787,0.015874205057233498,0.4421195031814602
OR5H15,6,132,2,91,0.5969016724391754,1.0,0.22409720427118773,-0.0
ZPLD1,2,136,2,91,1.0,1.0,-0.0,-0.0
MYH15,8,130,5,88,1.0,0.5270892568655381,-0.0,0.27811583548597757
MORC1,4,134,10,83,0.029825686581646506,0.4153123792455601,1.525409550165972,0.38162512365075
BFSP2,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
STAG1,1,137,3,90,0.36022173633157495,1.0,0.44343008473124673,-0.0
PAQR9,2,136,3,90,0.6534376736205666,1.0,0.18479583010872824,-0.0
ZIC1,14,124,5,88,0.29392910033638153,0.9480756626604924,0.5317574146423397,0.02315700172872047
SI,25,113,17,76,1.0,0.3125190091472482,-0.0,0.5051235613065439
WDR49,6,132,3,90,0.9318316511759669,1.0,0.03066254211959213,-0.0
ATP11B,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
ZNF595,1,137,3,90,0.36022173633157495,1.0,0.44343008473124673,-0.0
GAK,5,133,1,92,0.4399552714975573,1.0,0.3565914742620167,-0.0
POLN,2,136,1,92,1.0,1.0,-0.0,-0.0
BOD1L1,17,121,8,85,0.49915629898983205,0.6648770699885105,0.30176344403547495,0.17725864456278914
OCIAD2,1,137,0,93,1.0,1.0,-0.0,-0.0
EPHA5,12,126,15,78,0.12957949232057117,0.8429518222538981,0.8874637259094946,0.07419724616670866
TMPRSS11D,3,135,3,90,0.9432369235568201,1.0,0.02537920687065199,-0.0
CABS1,9,129,3,90,0.4209677816626103,1.0,0.3757511411751913,-0.0
SEC31A,2,136,2,91,1.0,1.0,-0.0,-0.0
HSP90AB3P,3,135,4,89,0.5936041255614561,0.5637028616507731,0.22650308936253855,0.24894976046811187
CCSER1,4,134,6,87,0.3311845082651794,1.0,0.47992998629628075,-0.0
GRID2,14,124,6,87,0.45906611226203153,0.17152025118824477,0.33812476517516005,0.7656845959705986
PDHA2,6,132,6,87,0.6859667749961202,0.40465676192728617,0.16369691896567914,0.39291319802894537
PCDH10,16,122,10,83,1.0,0.23373802636703533,-0.0,0.6312706273684466
DDX60L,9,129,3,90,0.4209677816626103,0.7003113729368902,0.3757511411751913,0.15470882072665035
ADAMTS16,14,124,9,84,1.0,1.0,-0.0,-0.0
ADCY2,17,121,8,85,0.49915629898983205,0.5775561302463277,0.30176344403547495,0.23840580213424592
SEMA5A,11,127,16,77,0.05319402086791478,1.0,1.2741371806749426,-0.0
FBXL7,17,121,8,85,0.49915629898983205,1.0,0.30176344403547495,-0.0
PRDM9,20,118,12,81,0.8817212416246194,0.6104730820779434,0.054668696454819955,0.21433348088002124
CDH10,26,112,17,76,1.0,0.15342636044536745,-0.0,0.8141000170986402
DROSHA,5,133,5,88,0.7546644269464793,0.4237107971667934,0.12224612111627552,0.37293046899355214
NPR3,5,133,4,89,1.0,0.23672357063785732,-0.0,0.625758497084399
HCN1,24,114,6,87,0.026005400545348743,0.5833561746878566,1.5849364526641905,0.23406620086762042
DHX29,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
ADGRV1,21,117,7,86,0.12094145706466418,0.43974841132402276,0.9174248034551346,0.356795720840272
ALDH7A1,1,137,1,92,1.0,1.0,-0.0,-0.0
FBN2,22,116,17,76,0.7748416055175169,0.8675622221839985,0.11078706766181648,0.061699367508738466
DDX46,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
PCDHA11,7,131,4,89,1.0,0.25683925795785656,-0.0,0.5903385934871804
PCDHB3,14,124,3,90,0.08574686975974062,1.0,1.0667817251730645,-0.0
PCDHB6,14,124,11,82,0.8509683919704814,1.0,0.07008657087632787,-0.0
PCDHB14,10,128,7,86,1.0,0.8614141344963563,-0.0,0.06478800640275498
SH3TC2,9,129,2,91,0.224378127566184,0.8136637157667919,0.6490194804830919,0.08955505034777024
AFAP1L1,5,133,1,92,0.4399552714975573,1.0,0.3565914742620167,-0.0
FAM71B,7,131,8,85,0.4263375574505076,0.4226780741706355,0.37024640726596963,0.3739902800008296
EBF1,5,133,2,91,0.803343069428577,1.0,0.09509894869232484,-0.0
DOCK2,14,124,13,80,0.49612359293742936,0.4825728105642223,0.3044101197912587,0.31643715104424786
ADAMTS2,10,128,9,84,0.6778656955262657,1.0,0.16885634369878247,-0.0
C6orf195,1,137,0,93,1.0,1.0,-0.0,-0.0
BLOC1S5,1,137,0,93,1.0,1.0,-0.0,-0.0
BTN3A1,3,135,2,91,1.0,1.0,-0.0,-0.0
TRIM27,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
DDR1,3,135,3,90,0.9432369235568201,1.0,0.02537920687065199,-0.0
TTBK1,2,136,4,89,0.36036336813710723,1.0,0.4432593625999806,-0.0
AARS2,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
CYP39A1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
TDRD6,4,134,3,90,1.0,1.0,-0.0,-0.0
FAM83B,14,124,4,89,0.1692022725759283,0.3308985460287247,0.7715938081967748,0.4803051411299294
BEND6,6,132,1,92,0.30222847418640186,1.0,0.5196646214017641,-0.0
SLC25A51P1,9,129,4,89,0.6692598034063952,0.18242243945173575,0.17440525849124497,0.7389217409491402
MDN1,10,128,2,91,0.15875170829868201,0.2457156460861577,0.799281592645755,0.6095671886866305
GJA10,5,133,4,89,1.0,0.37109336952269756,-0.0,0.43051680529937103
MARCKS,1,137,0,93,1.0,1.0,-0.0,-0.0
TBC1D32,6,132,3,90,0.9318316511759669,1.0,0.03066254211959213,-0.0
IFNGR1,1,137,1,92,1.0,1.0,-0.0,-0.0
TIAM2,5,133,2,91,0.803343069428577,0.7518296340458492,0.09509894869232484,0.1238805601745527
MLLT4,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
AHR,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
DNAH11,15,123,15,78,0.3337222002797461,0.7781596861761658,0.4766149017111263,0.10893127227905704
GPNMB,5,133,5,88,0.7546644269464793,1.0,0.12224612111627552,-0.0
GLI3,9,129,7,86,0.9753651136628259,1.0,0.010832782079167196,-0.0
TNS3,6,132,1,92,0.30222847418640186,1.0,0.5196646214017641,-0.0
C7orf57,1,137,0,93,1.0,1.0,-0.0,-0.0
TUBBP6,6,132,4,89,1.0,1.0,-0.0,-0.0
ZNF479,16,122,10,83,1.0,0.47676672399858,-0.0,0.3216940638552989
ZNF680,5,133,2,91,0.803343069428577,0.7518296340458492,0.09509894869232484,0.1238805601745527
KRIT1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
TECPR1,6,132,0,93,0.10615063010016802,1.0,0.9740774235590861,-0.0
MUC17,34,104,19,74,0.5576423313456602,0.8816475230546127,0.2536442658066981,0.05470500827890082
RP11-3L10.3,1,137,0,93,1.0,1.0,-0.0,-0.0
GRM8,12,126,9,84,0.9830760213466692,0.8609074289269363,0.0074128968425531926,0.06504354455982282
TRPV5,10,128,8,85,0.899136696080145,0.4338480657664392,0.04617427729866012,0.3626623344316856
OR2F2,3,135,2,91,1.0,1.0,-0.0,-0.0
CDK5,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
CSMD1,31,107,25,68,0.5406139561965505,0.493549295331955,0.2671127469818836,0.3066694638221578
MCM4,5,133,1,92,0.4399552714975573,1.0,0.3565914742620167,-0.0
SNTG1,21,117,16,77,0.8251696093884064,0.7458609174504707,0.08345677526742773,0.12734214895517118
PENK,5,133,1,92,0.4399552714975573,1.0,0.3565914742620167,-0.0
TTPA,2,136,2,91,1.0,1.0,-0.0,-0.0
EYA1,3,135,2,91,1.0,0.6830913983096087,-0.0,0.16552118339626223
YWHAZ,1,137,0,93,1.0,1.0,-0.0,-0.0
CSMD3,59,79,39,54,1.0,0.7261376650020898,-0.0,0.13898103565938402
KCNQ3,5,133,4,89,1.0,1.0,-0.0,-0.0
FAM135B,25,113,15,78,0.8304552997394131,0.8657124095953639,0.08068373900905788,0.06262635702335778
TSNARE1,1,137,0,93,1.0,1.0,-0.0,-0.0
GML,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
GPIHBP1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
PLEC,20,118,7,86,0.15933851089962658,0.42819497047440847,0.7976792458568899,0.36835843818132635
DENND4C,1,137,0,93,1.0,1.0,-0.0,-0.0
MOB3B,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
LINGO2,6,132,4,89,1.0,1.0,-0.0,-0.0
TOPORS,3,135,4,89,0.5936041255614561,1.0,0.22650308936253855,-0.0
TAF1L,14,124,9,84,1.0,0.042753692920582134,-0.0,1.3690263664150402
ARHGEF39,1,137,0,93,1.0,1.0,-0.0,-0.0
SPATA31A3,6,132,7,86,0.46103624450444824,0.6962703401140228,0.33626493107557626,0.1572221046077984
SPATA31B1P,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
ROR2,8,130,10,83,0.2594180376762174,0.12154754050544903,0.5859998301374483,0.9152538246093624
ZNF484,3,135,2,91,1.0,1.0,-0.0,-0.0
NUTM2F,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
PPP3R2,1,137,1,92,1.0,1.0,-0.0,-0.0
OR13F1,5,133,6,87,0.499686903554697,1.0,0.30130203296378194,-0.0
KIAA1958,4,134,3,90,1.0,1.0,-0.0,-0.0
PAPPA,10,128,4,89,0.5228616606717725,0.13659457857694887,0.28161320205853174,0.8645665374102648
TTLL11,3,135,2,91,1.0,1.0,-0.0,-0.0
GAPVD1,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
PPP1R26,3,135,3,90,0.9432369235568201,1.0,0.02537920687065199,-0.0
UAP1L1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
TUBB8,5,133,3,90,1.0,0.6055766163353464,-0.0,0.21783090298056101
PFKP,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
USP6NL,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
MRC1,10,128,9,84,0.6778656955262657,0.3990751965482372,0.16885634369878247,0.3989452637894628
MSRB2,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
ANKRD26,7,131,3,90,0.7287859556036008,1.0,0.13740000522088158,-0.0
KIAA1462,9,129,4,89,0.6692598034063952,1.0,0.17440525849124497,-0.0
ZNF33B,5,133,3,90,1.0,1.0,-0.0,-0.0
FAM13C,6,132,3,90,0.9318316511759669,1.0,0.03066254211959213,-0.0
STOX1,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
ADAMTS14,8,130,5,88,1.0,1.0,-0.0,-0.0
USP54,7,131,2,91,0.4360567028840532,0.7892680261342813,0.3604570333266637,0.102775490447784
TLL2,11,127,4,89,0.40208699663737535,0.6510766340778344,0.3956799716122066,0.1863678903897793
C10orf2,2,136,3,90,0.6534376736205666,1.0,0.18479583010872824,-0.0
PPRC1,4,134,5,88,0.5433279621078776,1.0,0.2649379436379869,-0.0
CYP17A1,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
CFAP43,5,133,2,91,0.803343069428577,1.0,0.09509894869232484,-0.0
ANO9,1,137,0,93,1.0,1.0,-0.0,-0.0
ART1,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
OR51S1,6,132,3,90,0.9318316511759669,0.23859282931643555,0.03066254211959213,0.6223426127826093
OR51G2,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
OR52A1,3,135,2,91,1.0,1.0,-0.0,-0.0
IGSF22,7,131,4,89,1.0,0.25683925795785656,-0.0,0.5903385934871804
OR5D18,6,132,6,87,0.6859667749961202,0.40465676192728617,0.16369691896567914,0.39291319802894537
OR5L2,12,126,9,84,0.9830760213466692,1.0,0.0074128968425531926,-0.0
OR5T2,5,133,3,90,1.0,1.0,-0.0,-0.0
OR5M10,5,133,3,90,1.0,1.0,-0.0,-0.0
OR10W1,7,131,4,89,1.0,1.0,-0.0,-0.0
MS4A14,5,133,2,91,0.803343069428577,1.0,0.09509894869232484,-0.0
RAB3IL1,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
PAAF1,1,137,0,93,1.0,1.0,-0.0,-0.0
RPS3,1,137,0,93,1.0,1.0,-0.0,-0.0
CCDC89,4,134,3,90,1.0,1.0,-0.0,-0.0
EED,2,136,1,92,1.0,1.0,-0.0,-0.0
BIRC2,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
ZC3H12C,2,136,4,89,0.36036336813710723,1.0,0.4432593625999806,-0.0
NCAM1,8,130,9,84,0.39488309199215976,0.09432654301821687,0.403531461380471,1.0253660817663415
TRIM29,9,129,3,90,0.4209677816626103,0.7003113729368902,0.3757511411751913,0.15470882072665035
ST3GAL4,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
KRAS,40,98,23,70,0.5745241753624817,0.46825664615340634,0.24069169194415102,0.329516049794121
ALG10,5,133,3,90,1.0,0.3016995824783478,-0.0,0.5204252908441533
KMT2D,16,122,8,85,0.6093036234798992,0.536101864250067,0.21516623915331468,0.2707526825487853
SLC11A2,1,137,0,93,1.0,1.0,-0.0,-0.0
OR9K2,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
RDH16,2,136,1,92,1.0,1.0,-0.0,-0.0
FAM19A2,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
TBK1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
PPFIA2,8,130,3,90,0.5585579333781574,0.15304188415881997,0.2529317753834534,0.8151896961776931
CCER1,3,135,3,90,0.9432369235568201,1.0,0.02537920687065199,-0.0
LUM,4,134,3,90,1.0,1.0,-0.0,-0.0
CMKLR1,5,133,2,91,0.803343069428577,0.624206114766406,0.09509894869232484,0.204671981270973
CUX2,13,125,7,86,0.7923062422522471,0.7609737719512453,0.10110692243384996,0.1186303115515577
TBX5,5,133,6,87,0.499686903554697,0.4652088184521418,0.30130203296378194,0.33235206142251184
MED13L,12,126,5,88,0.4897883033422171,0.5716076449533316,0.3099915904946586,0.24290197138064135
PEBP1,1,137,0,93,1.0,1.0,-0.0,-0.0
TAOK3,5,133,2,91,0.803343069428577,1.0,0.09509894869232484,-0.0
SBNO1,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
MMP17,6,132,1,92,0.30222847418640186,1.0,0.5196646214017641,-0.0
SKA3,1,137,0,93,1.0,1.0,-0.0,-0.0
VWA8,4,134,6,87,0.3311845082651794,0.5402913746074198,0.47992998629628075,0.2673719656281234
DGKH,5,133,1,92,0.4399552714975573,1.0,0.3565914742620167,-0.0
SPERT,6,132,3,90,0.9318316511759669,0.3729984836134872,0.03066254211959213,0.42829293376673755
KPNA3,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
ALG11,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
CKAP2,2,136,1,92,1.0,1.0,-0.0,-0.0
POU4F1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
ERCC5,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
RNASE12,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
LRRC16B,5,133,2,91,0.803343069428577,1.0,0.09509894869232484,-0.0
PRKD1,8,130,3,90,0.5585579333781574,1.0,0.2529317753834534,-0.0
SFTA3,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
NIN,8,130,3,90,0.5585579333781574,1.0,0.2529317753834534,-0.0
PELI2,3,135,2,91,1.0,1.0,-0.0,-0.0
SYNE2,16,122,14,79,0.5703427300881279,0.02622981341245356,0.24386408984518396,1.5812047987817406
ESRRB,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
VASH1,1,137,0,93,1.0,1.0,-0.0,-0.0
POMT2,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
TTC7B,4,134,2,91,1.0,0.7236736098317631,-0.0,0.14045726447967397
UNC79,14,124,12,81,0.6611847132023283,0.6677101706133259,0.17967719600897147,0.17541200850876015
BCL11B,7,131,2,91,0.4360567028840532,0.10880943004054569,0.3604570333266637,0.9633334645909446
SNORD114-15,1,137,0,93,1.0,1.0,-0.0,-0.0
CYFIP1,7,131,1,92,0.20673412252414314,1.0,0.6845878349310942,-0.0
SNORD115-17,3,135,1,92,0.9096079781954267,0.24821307898992362,0.04114573909532821,0.6051753381334227
MEIS2,4,134,2,91,1.0,0.7236736098317631,-0.0,0.14045726447967397
CAPN3,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
TPM1,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
VWA9,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
CHRNB4,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
BNC1,8,130,2,91,0.3144267393099426,0.8025873486341526,0.502480528023972,0.09550769043033945
DNM1P47,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
RAB40C,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
GNG13,1,137,0,93,1.0,1.0,-0.0,-0.0
MLST8,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
PPL,3,135,3,90,0.9432369235568201,0.5049850750938458,0.02537920687065199,0.29672145732721994
GRIN2A,15,123,7,86,0.5350826207155779,0.37206929019124524,0.2715791545198516,0.4293761742431134
MYH11,11,127,10,83,0.6256270449539472,1.0,0.20368448561894215,-0.0
SMG1,6,132,7,86,0.46103624450444824,0.3545394797735013,0.33626493107557626,0.4503353968896472
TMC7,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
GP2,11,127,1,92,0.044028305337377456,1.0,1.3562680303430992,-0.0
ACSM2A,8,130,7,86,0.8018014393413274,0.20239601597295875,0.09593316846784314,0.6937980405377175
GTF3C1,12,126,6,87,0.7085859573704927,0.3447209741884443,0.1496074586877652,0.46253229159296594
ALDOA,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
ITGAL,4,134,6,87,0.3311845082651794,0.30743416592739536,0.47992998629628075,0.5122478699227725
ZNF423,15,123,9,84,0.9430967782206418,0.9171648986371652,0.025443738767867593,0.037552574766232076
ADCY7,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
HYDIN,14,124,12,81,0.6611847132023283,0.9672842837145363,0.17967719600897147,0.014445868518914162
CALB2,5,133,0,93,0.16305582313152764,1.0,0.7876636868382041,-0.0
ADAMTS18,7,131,7,86,0.6272545155013567,0.39136593830755195,0.20255620358806123,0.4074169749191668
MVD,1,137,0,93,1.0,1.0,-0.0,-0.0
TP53,73,65,31,62,0.0051671977322149095,0.18950217861154917,2.286744919068477,0.7223857928012638
ALOX12B,3,135,4,89,0.5936041255614561,1.0,0.22650308936253855,-0.0
ZNF18,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
SMCR8,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
UTP6,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
RFFL,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
IKZF3,1,137,0,93,1.0,1.0,-0.0,-0.0
COIL,1,137,0,93,1.0,1.0,-0.0,-0.0
APOH,4,134,0,93,0.25345039771115757,1.0,0.5961070229506382,-0.0
PRKAR1A,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
OTOP2,6,132,2,91,0.5969016724391754,1.0,0.22409720427118773,-0.0
LAMA1,20,118,16,77,0.7096782178433896,0.5320179419614637,0.14893852436896332,0.2740737211570852
CHMP1B,1,137,0,93,1.0,1.0,-0.0,-0.0
MIB1,7,131,1,92,0.20673412252414314,1.0,0.6845878349310942,-0.0
