,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LINC00319,74.74079218158133,2.122820347921868,0.4659603789678692,4.5557958224346145,5.218761128780893e-06,0.0016254641343349452
CABYR,294.83308309218734,2.097787977821899,0.4609411913413686,4.551096793318038,5.336698842845524e-06,0.0016340248236610916
SOX25,83.18326865798217,2.5765883540292642,0.5684844462982079,4.532381441228864,5.832241125050877e-06,0.001755990598734068
GAL,54.35881499458806,3.1861777718589193,0.7069864563525898,4.506702700213965,6.5842785216257576e-06,0.0019471096666999071
MSLNL,13.514692999224899,3.0585902711254387,0.6791500701063595,4.503555849808633,6.682579536971727e-06,0.0019471096666999071
SMOC1,570.0881631823329,2.6305711837529984,0.5867015460411833,4.483661584843253,7.337299447199693e-06,0.0020820445192437135
PPP2R2C,283.97830422089567,2.622334186722228,0.5850115556887188,4.482533996503749,7.376188720265578e-06,0.0020820445192437135
GKN2,220.97159711198287,2.9734515173209037,0.6662128733665232,4.463215341810172,8.073883712735553e-06,0.0022439186041625808
LINC02418,39.223603754432915,5.763704437648818,1.2931552936847623,4.457086063674159,8.30812544291431e-06,0.0022740346382764697
STRIP2,219.69765729586163,1.5987044510338024,0.3605584499830031,4.433967505432659,9.251457624322864e-06,0.002457758558579302
C11orf86,48.77230989669214,2.7797304552168525,0.6266172247447966,4.436090080908577,9.160752603646359e-06,0.002457758558579302
CCDC77,175.25948528077308,0.6872218697554052,0.1553619786513458,4.4233594069861075,9.71778792662236e-06,0.002507883412777613
AGTR2,115.30372705022044,2.75358250713981,0.6224082305824528,4.424077915169909,9.685506306714458e-06,0.002507883412777613
PLA2G2A,79.73510216768035,2.1654925827122247,0.49102152083083034,4.4101785580561,1.032854176382948e-05,0.0026279592530081626
GAGE12D,22.702238650952648,43.2808512266689,9.836764593427434,4.399907186514109,1.0829718756341336e-05,0.0027172065185181423
CSAG3,28.14036337534344,4.572116678427018,1.0473787024490948,4.365294680649891,1.2695149808143378e-05,0.0031416148121110976
GNG4,185.47874766076993,2.343272611962952,0.5374609720916965,4.359893524628175,1.3012574462257069e-05,0.0031766507791982966
TINCR,55.04358530686222,1.779967841325948,0.41099110818996204,4.330915695877387,1.4849052992595095e-05,0.0035295808198846103
BASP1,1912.4156838511756,1.4351479920986274,0.3312849764933158,4.332064820112915,1.4771743529153199e-05,0.0035295808198846103
HSFX2,22.348691447010072,-0.7987972043377026,0.18473554614637497,-4.32400380436138,1.532226517852843e-05,0.003594762603248261
KLK8,67.38847812912128,4.396545008472289,1.0193682851608576,4.313009412273906,1.6104725931260427e-05,0.0037298958198489695
CYP1A1,10.7251621512295,4.077796910822487,0.9475432471832439,4.303547012703145,1.680851602353723e-05,0.0038436182527240514
COX7A2L,1997.8165555238713,0.5758941506500028,0.13400813445924542,4.297456665402232,1.727690229278773e-05,0.003901340498990129
AU,56.24329705250417,-1.5937282439743645,0.3714769077250925,-4.290248494137315,1.784733045851129e-05,0.0039803953670741535
TRIM16L,394.59846355653195,1.6057283823059139,0.37573506765869397,4.273565393594051,1.9237183019426304e-05,0.004238045259096782
JMJD1C-AS1,36.41726184981195,1.4506948877783616,0.3406163904565121,4.259028421486305,2.053173662951876e-05,0.0044687448459308
SERPINB5,275.74520247009207,2.7836120604997623,0.654606723927317,4.252342603203745,2.1154589353648953e-05,0.004549495912781766
HAL,174.83317900036096,2.053933997155214,0.4840769908069958,4.2429903427781985,2.2056093058178663e-05,0.004687568483482324
C11orf53,9.461180546786615,3.878909090365305,0.9186423900893711,4.222436425982848,2.4167557785048944e-05,0.005018240590654128
CLEC18B,6.729441645305907,-1.6043439862623712,0.3797278279754871,-4.2249839702713015,2.3895778655912444e-05,0.005018240590654128
SPINK4,20.091254662787787,4.576088617728706,1.0847054579321342,4.218738445782775,2.4567306609981986e-05,0.005043277203515052
DUSP13,55.553717896539325,2.761210426992462,0.6575366669934312,4.1993253997804,2.6771136806508337e-05,0.005373562071217479
GSDMB,423.23753190456245,-1.1367941774958452,0.27061380572888477,-4.200798900240684,2.65974766068521e-05,0.005373562071217479
EYS,55.01305705712093,1.6506271796183887,0.3937113227094252,4.192480846776707,2.759203841858198e-05,0.00547747443990861
ACHM2,137.90059425668406,2.518486266365665,0.6037035243968468,4.171726956343107,3.0229975078995226e-05,0.005935918476109226
DUOX2,155.16604921338816,-1.7280433800013706,0.414764540651309,-4.166323806967216,3.09550933804408e-05,0.005987950188791413
BPIFA2,46.099715615249345,2.7996110544352786,0.6722022832867757,4.164834193579948,3.115789193171286e-05,0.005987950188791413
OATP-A,18.98428619535061,3.0788879859321616,0.7408326686605416,4.1559830123297985,3.238918909268903e-05,0.006159060010099235
KIAA0319,170.89661321511736,2.029383060552136,0.4894402095219321,4.146334978350809,3.378394655979479e-05,0.00623556742526076
FRAXF,422.1639461002779,-0.47719224653219544,0.11502214832561541,-4.148698780875794,3.3437043142177546e-05,0.00623556742526076
IGF2BP1,155.73403464053217,3.207160521731635,0.7735473552827659,4.146042902000842,3.382704720041818e-05,0.00623556742526076
ONECUT1,13.343082291461775,-1.9158269975416877,0.46311198059958303,-4.136854751762845,3.52098828141176e-05,0.0064249144751215605
REG1A,28.72034876799164,6.0799587043496395,1.472080135946238,4.130181880649794,3.624763514520514e-05,0.006548135288981309
NEURL3,20.810670907154456,-1.5810290027023306,0.38368847220382707,-4.1206059531088535,3.778772389800582e-05,0.0067587646754205455
ALDH3A1,1020.3990196646614,2.4640237807622345,0.5991283809869318,4.112680785883151,3.9109098768973565e-05,0.006926528130014778
RSPO3,121.73386808902683,1.8201589545146057,0.4431020075716308,4.107765082107788,3.9950613784262655e-05,0.007006872213715582
LINC00202-2,6.08844307553865,4.161523088001811,1.0182510446510407,4.086932304035086,4.371145955105458e-05,0.007592764584517317
DSS,82.07918637704947,5.465306754467404,1.3380745098585016,4.084456219889689,4.418015479227435e-05,0.007601090441166058
TTC39C,635.9282298429446,0.8686474633133198,0.21302185187565564,4.07773876560027,4.54758200101755e-05,0.007750195174375664
ANO3,50.94201335781276,2.0105382400386764,0.49447134565502987,4.066035894102825,4.781957387334072e-05,0.008051409396466078
CDCA6,396.69765483996827,1.3203202843086945,0.3248416445553602,4.064504371402056,4.813463685681353e-05,0.008051409396466078
RGS20,33.434647752531475,1.8133726787279658,0.44706727419536807,4.056151687666414,4.988786717572322e-05,0.008268113032380184
LPAR1,461.64368378167967,1.0591590639425275,0.26187201269727667,4.044567623065976,5.2419776783065754e-05,0.008608756978055299
SYCE1,11.490487833645407,4.072518849776858,1.0075607770300554,4.0419585027726574,5.3006614648500954e-05,0.008626707149776303
MOGAT2,0.9860373867571535,-2.4092510357623813,0.5964373743653908,-4.039403195223679,5.3587379010484964e-05,0.008643357159146527
MAGEA12,91.79900963380251,5.3418559840760445,1.3268243184225965,4.026046184039454,5.672255277883198e-05,0.009068078902208848
CDH15,101.9087934586184,1.6352625939426173,0.406842905882839,4.019395620022274,5.834762432572229e-05,0.009165650725601505
VDAC2,1429.0074134658462,0.5545132695172882,0.13788897377771506,4.021447504651063,5.784159946601598e-05,0.009165650725601505
B4GALNT2,59.079197943347985,2.9293378135109385,0.7294093920447546,4.01604071110069,5.9184036313972636e-05,0.00921689324148203
REG4,15.002646467712815,3.5236003641542553,0.8787622854428644,4.009730984732109,6.078796312124991e-05,0.009385765416969057
CNGB1,49.505427714989885,-1.8500225723871877,0.461691838762839,-4.007050627848555,6.148168785099914e-05,0.00941242958498559
CPT1P,81.45869186870755,1.3353150643218068,0.3337668845871889,4.000741613336977,6.314427725417202e-05,0.009585725786526196
ED2,87.5501555125606,2.3009318065812434,0.5764048737846024,3.9918673682850954,6.555503598580545e-05,0.00986876437569646
TRIM9,61.481005011339846,1.8419535267244944,0.46252540455043006,3.982383472568073,6.822757875869883e-05,0.010186208349387556
DUSP4,946.2600423146425,1.5008569071704876,0.3785370146777267,3.964888105984206,7.34303838793469e-05,0.010873113809675424
TENM1,183.6222918651854,2.172904934673509,0.5491995649870045,3.9564942749452574,7.60577102111399e-05,0.011170589715156443
SRXN1,2848.35093955744,1.3779364196887787,0.34852662598313894,3.9536044507412775,7.698263482924564e-05,0.011215252404760664
KLK12,126.46045822722174,3.2702940923899217,0.8286152698590811,3.9466978359523672,7.923645254645014e-05,0.011451252122012975
NDUFB5,1287.387481837049,0.5512924974452154,0.14063884244237365,3.9199163465178963,8.857971004454644e-05,0.0126999401742439
ALPP,84.34987460347303,2.369869116407273,0.6061820163635241,3.9095008634932444,9.248702488150929e-05,0.013155733106176891
ANX14,29.22199221063909,3.2833852765993434,0.8431821724806576,3.894040201229069,9.858830021850899e-05,0.013914044089432538
GTSF1,26.97773954982598,2.275177631644177,0.5847649382769478,3.890755896460128,9.993242622487906e-05,0.013994413021336746
HCN2,31.254872604052977,1.616686716857491,0.41608532812236226,3.8854691756448,0.00010213245181089824,0.014192482630491358
VWA7,170.65319070933134,-0.9234720300383712,0.23794049523958516,-3.881104933855484,0.00010398296018346218,0.014233369087519227
IA1,20.802559527129816,2.6079353725798384,0.6721466263234809,3.8800096146353775,0.00010445233581816118,0.014233369087519227
SLC10A2,7.309144405396655,4.427086752626478,1.1412300875954255,3.879223655901292,0.00010479037302186866,0.014233369087519227
PTGR1,1329.4510047874799,1.2060871702138765,0.3111561690764725,3.8761473821766264,0.00010612341829460841,0.014306862324567916
KCNE4,575.4335329877166,1.6667437892507342,0.43084134313414774,3.868579039156354,0.00010947145148450188,0.014625017787326052
SLC2A4,14.977150791294669,-1.1195475812842381,0.2894999628863855,-3.8671769423459494,0.00011010254188078289,0.014625017787326052
C2orf72,140.1848860686727,-1.7877912331109915,0.4626093304161467,-3.864581009429185,0.00011128005380232043,0.014673534101743931
C19orf44,152.19006424848703,-0.5560013455523732,0.14393856561815882,-3.8627684190443947,0.0001121092749941964,0.014675754005580854
GPC1-AS1,30.027732963518552,1.7162364586023156,0.44473534097067663,3.859006245953983,0.00011384902837936719,0.01479627840052711
NECAB2,9.292644564424453,2.164070957207191,0.561398268149082,3.8547873764236686,0.0001158302525447947,0.014946239373012257
PDE3A,148.00759783046934,1.67305620654287,0.4362837731075678,3.834788982927335,0.00012567213946230142,0.015987797178777994
HPD,6.862130818448141,2.0507009661641207,0.5346898989046373,3.8353089713592405,0.0001254065450665044,0.015987797178777994
PARL,894.081358007939,0.42121732682040897,0.1099827867856819,3.829847734638828,0.00012822257422004436,0.01619818743556015
AKAP12,1111.2627684711829,1.4097314728942476,0.36912068500788797,3.819161402087565,0.00013390612833460866,0.016798709780310454
MRPL48,432.1619694925708,0.546563720917834,0.143302945094137,3.8140438813646953,0.0001367111771888245,0.017032327006318033
JAKMIP2,45.946823448961695,-1.3097351165908577,0.34400996876912276,-3.8072591944853413,0.0001405154521761188,0.017386381120284837
GALC,873.6931119552547,-0.5646325868515618,0.1483892320074198,-3.8050778969145744,0.0001417595703895684,0.017420997544813285
CHGA,19.47810839243943,3.0870105740362637,0.8123248769022853,3.800216713549696,0.0001445696022303366,0.01764628286683129
SLC5A11,3.911748994219004,2.596894121606179,0.6836835669231,3.7983860476469156,0.00014564136001931393,0.01765779307885172
TAC4,12.233393984152201,2.7453526715724044,0.7240705362191523,3.7915541846346814,0.00014970747626164534,0.01802977039111082
CYSRT1,22.107621336867314,1.5578275403605732,0.4113655393050164,3.786966557754091,0.00015249761530606798,0.01824416834770939
AGT,557.0624518135297,-1.7335440248257565,0.45971387997387886,-3.7709194791426732,0.0001626471520111817,0.019330400007118404
GUCY2C,12.25765480475392,1.9908400159431627,0.5282133217535349,3.769007584538149,0.000163897907941702,0.019351736646842133
CAPN14,14.78470216838928,1.642201138395754,0.4366411539016946,3.7609857058170912,0.00016924510244848605,0.019853329712544807
MAPT,74.8172841543034,1.3554461097861443,0.3612689219109759,3.751903436964207,0.00017549706306817093,0.02035479358693139
FGL1,910.5193822149538,2.60414399117638,0.6941590763097766,3.7515089552963654,0.00017577347354338755,0.02035479358693139
PDE4D,1344.7253883237759,1.1695316365526633,0.3127096943210679,3.739991620956504,0.0001840263893548854,0.021137219521903575
CYP11A1,24.720809296024797,1.7162037453256724,0.459020191640904,3.738841507582907,0.00018487022886580487,0.021137219521903575
ATP5SL,867.4627354574931,0.40633199250613145,0.10873169043793116,3.737015316046095,0.00018621758465066916,0.02115736268373798
LINC00889,3.9032819102618572,-1.355192672507751,0.36329333110335893,-3.730298787461615,0.00019125282973238392,0.021532026792983338
PSORS2,209.60651951067268,1.379274028899162,0.3698332063038418,3.7294488579968115,0.00019189904863937545,0.021532026792983338
KLK13,45.68436664963152,2.127581499369769,0.5708938660429114,3.726754876728433,0.00019396092450956148,0.021629037662131038
MAGEA4,34.09514021125709,6.353493410811667,1.705816693595283,3.724605014516922,0.000195621268212171,0.02168035711811576
MAPK4,88.92429293125397,2.096092718651507,0.5644112280596917,3.7137686396802607,0.00020419548711779457,0.02249263094379853
GP2,31.987479773991925,43.2808512266689,11.672538639766922,3.707921006936426,0.00020896781585241043,0.022878809656810876
MYLK4,38.368087994215394,-0.9633510893663029,0.2599600585996517,-3.705765780157404,0.00021075299428407703,0.02293525808278224
ASCL1,324.94887436706324,3.161607158298219,0.8550974636254164,3.697364678049368,0.00021784928069364782,0.023565552429525436
CHIA,308.0672132517535,2.1451864922353954,0.5805935651745707,3.6948161690190084,0.0002200459310557548,0.023661486574536966
RAET1G,19.01450414407485,1.557125087447477,0.42246797764601096,3.685782520426207,0.0002280009937507761,0.024371822201821124
HTR2C,7.268559217300013,4.418745332464296,1.2000271278483667,3.682204535148342,0.00023122577896047704,0.024571139393653046
DLL3,67.4778333449678,2.5277352684061447,0.6877317586766775,3.675466832111946,0.00023741488534391645,0.02508128598677106
BAG1,1894.4603399664586,0.7141090112944393,0.19485258801998467,3.6648679832838456,0.0002474661984918508,0.025796626450833835
TEX19,4.4818474343453625,2.1286297904995544,0.5812173801538562,3.66236431184504,0.00024989812504267486,0.025796626450833835
NOX1,20.802980699976864,-1.7510916282587716,0.47808970821253355,-3.66268421632772,0.0002495861433694656,0.025796626450833835
CSAG1,35.80616672283824,4.620722357392832,1.260684173618356,3.6652497541320392,0.00024709732405704,0.025796626450833835
PADI4,4.1064369117649,1.881637872260541,0.5146485053651413,3.6561611520187465,0.0002560204427329959,0.02627846192029302
NLGN1,11.662487788491275,1.7465744735323188,0.4787236298631204,3.6483982919993108,0.0002638803291078934,0.02693219291149206
GABBR2,100.62019593564645,1.9901153137253624,0.5461302476930868,3.6440305625477154,0.00026840152787295437,0.027239739331600676
KLRC2,16.587829911848058,1.608905340875289,0.4420341683093445,3.6397759635389635,0.00027287535402407536,0.027539068549971627
TPTEP1,136.64394202019582,1.7356351703932096,0.4771026336015952,3.6378654154371164,0.00027490700336864647,0.027589972310303326
MSLN,12235.601594675041,2.105885079014915,0.5791591117247873,3.636107999308518,0.000276788323949098,0.027625309790831245
CAMP,8.902087537103363,-1.6390661726345432,0.4512577204486661,-3.632217463237838,0.00028099616289720185,0.027891185069988743
UNC13A,36.79015080179532,1.4665498335727631,0.4042457415730859,3.627867118317231,0.00028577226687348935,0.028210251371964947
UGT1A6,945.1887572304639,2.7733387908901457,0.7659173672562848,3.6209373353485463,0.00029353761240299937,0.02881933134815317
SGK2,77.83049149133895,-1.4431794855233666,0.39937318762252894,-3.6136113546195308,0.00030196158179069196,0.02948614040566946
NPAS3,66.45202564690578,1.8978580178409374,0.5269744347808518,3.60142331881846,0.0003164797728319271,0.030737672560262164
LINGO4,16.629350496793734,1.4502254868381075,0.4041224276297015,3.5885795681870767,0.0003324845228543216,0.03177953918181651
PGRMC1,3061.9442578333365,-0.4640931635197071,0.1292467747810563,-3.590752375104753,0.000329724786331189,0.03177953918181651
POLR2H,1028.4399365244892,0.4612535455243907,0.1284929850346072,3.58971772194537,0.00033103624087980503,0.03177953918181651
MAGEA9B,25.010209799777204,5.621559545039926,1.5699364713449644,3.5807560672973833,0.0003426013956457399,0.0325741800649489
MZT1,501.76573661509155,0.6211059781476637,0.17354341816399102,3.5789659136524863,0.0003449564518656531,0.03262637854949227
CALML3,14.42470423241097,2.622771742051393,0.7339046223424792,3.5737228819734383,0.00035194140093019853,0.03311097128626505
NEGR1,82.61884216722073,-1.0701070679226128,0.299549817741966,-3.5723843065209584,0.0003537457768197705,0.03311097128626505
RPS5,12181.6873431038,0.6439767452667501,0.18038063532170115,3.5700991080236806,0.0003568461909973033,0.033229002269929295
NRXN3,150.72130211649196,-1.1626926502322759,0.32641150355816195,-3.5620455699567595,0.000367976491157076,0.03408971955257732
RPS16,17208.18873967101,0.6539171679000515,0.18366277185688828,3.5604230584605885,0.00037025779135450734,0.034126056126628446
CBR3,277.53645411406495,1.2606665846040084,0.35500968401350064,3.551076608254063,0.0003836587263616311,0.03518169995798409
NOTUM,113.30362023075314,1.7296982975886388,0.4877200380548788,3.546498324093896,0.00039038722546100426,0.03543892074348262
GULP1,662.5505318764335,1.0391610326092304,0.2929278875994369,3.547497785633258,0.00038890902092183604,0.03543892074348262
RFC4,367.9467149479658,0.7456891712446133,0.2109251406940206,3.5353261768181077,0.0004072720958737382,0.03643776046562247
CTNND2,147.53240692081118,2.5193422377340813,0.7126415890211718,3.5352164068819656,0.0004074413293139075,0.03643776046562247
IQGAP2,470.7148789326786,-0.9418837415060797,0.2662540705027974,-3.537537434554202,0.00040387692945881553,0.03643776046562247
UNC5D,5.051178157140267,3.331925459565342,0.9440644725223083,3.529341010644385,0.0004165959385892448,0.03707293414095915
KDM6A,697.5121764538206,-0.4718486006619418,0.13385371292551632,-3.5251065536337025,0.00042331248284594033,0.03733636453387607
MGAT5B,32.47662988612172,1.5731219981450435,0.4462921283209744,3.524870591070901,0.0004236897165482754,0.03733636453387607
NEIL3,110.51743216873861,1.4216091361896228,0.4039552541941802,3.519224274048578,0.00043281066226431706,0.03795497385342179
GLT1D1,26.620309983252657,-1.2083786370039318,0.34363708364902756,-3.516438401153773,0.00043737813571409105,0.03817022232693263
EIF2B5,1120.4239681193765,0.3248290258298913,0.09270900411809822,3.5037484106301564,0.0004587585559461554,0.03965298235965214
NEFH,114.2880414727493,1.7873687393260644,0.5100129173243432,3.5045558232192495,0.0004573696689212638,0.03965298235965214
FBXW5,2702.3897416687482,0.49566894672220685,0.14184715276938495,3.494387705674045,0.0004751504498891957,0.04087425179642057
NPW,70.32035354599745,2.010747120931538,0.5756422176268985,3.493050126206692,0.0004775368606007204,0.040884850174180164
FAM196A,18.342822952205506,1.4985344873307127,0.42920939288487864,3.4913832552882775,0.00048052641600515404,0.0409467438921373
KLK14,20.48995672271329,2.444865344301493,0.7006968962418654,3.4891910573806495,0.0004844847316791141,0.041090219144522044
TACC2,2992.6985547471813,1.0660446143355047,0.30622554010862824,3.4812400492700375,0.0004990979763707845,0.04213179879971131
EBN1,11.906897190690595,3.4998482211526896,1.0098169608519527,3.4658243590996642,0.0005286084824015463,0.04441540574225085
TERT,14.520380701335942,1.6443392770315084,0.4754246443685137,3.4586748846720266,0.0005428397281460105,0.04539999855998926
F3,3058.3376436766143,1.1077356030482062,0.3204132952412324,3.457208609943028,0.000545802156525134,0.045437400726389604
TPRXL,5.105603692177424,2.1404056864545646,0.620499702134849,3.449487049051645,0.0005616526714019826,0.046542456462737684
MTFR1,811.3623693456055,0.6643501334276095,0.19283665732804867,3.445144417212307,0.0005707543619936538,0.04703676754983407
C6orf52,18.402227909400143,1.2483448788421532,0.36245207644838806,3.44416533924841,0.0005728252898402156,0.04703676754983407
MAGEA1,20.03820759788566,5.306935760936053,1.5414674395916925,3.442781614862891,0.0005757640526885328,0.047064152089675765
GRIN2A,41.25594290009393,-1.988746331566574,0.5786651021354708,-3.436782906429685,0.0005886672270032813,0.04790213268384809
FLJ36131,3.629364491345415,3.5569810817442193,1.0357570765243211,3.4341846774345415,0.0005943391180485332,0.04793185789083372
AFF2,81.17718410863705,-1.4326659239419244,0.41717459660767897,-3.434211803863114,0.0005942796396245066,0.04793185789083372
GLRX3,1181.8951522744528,0.49113208084755483,0.1431134856682868,3.4317666050417994,0.0005996633920690123,0.04814630745656315
KCNK9,5.350411374710108,2.2725504390713396,0.6637373217130139,3.4238702039629203,0.0006173609992665779,0.048575999643860286
SCG3,18.556815275281338,1.985525517487543,0.5799886549228616,3.4233868208191383,0.0006184600010012657,0.048575999643860286
CASC15,32.38617152327817,1.2799346340425144,0.3738418695176235,3.423732701995211,0.0006176734334917856,0.048575999643860286
TF,354.01121027988773,-2.1113075056964754,0.6160805245694982,-3.426999266324487,0.0006102907188816875,0.048575999643860286
SLC6A3,135.9080098468626,2.063921457237824,0.6022947483735206,3.4267631634036055,0.000610821566142946,0.048575999643860286
